# running on EPYC
# thread allocation policy: cores, spread
# max number of threads: 64
# m, n, k, time, gflops
10000,10000,10000,2.260031,884.943805

10000,10000,10000,2.310334,865.675546
10000,10000,10000,2.301110,869.145746
10000,10000,10000,2.297771,870.408791
10000,10000,10000,2.306046,867.285424
10000,10000,10000,2.305497,867.492029

10000,10000,10000,2.404455,831.789181
10000,10000,10000,2.396050,834.707004
10000,10000,10000,2.405780,831.331146
10000,10000,10000,2.390985,836.475288
10000,10000,10000,2.401534,832.801011

10000,10000,10000,2.502779,799.111548
10000,10000,10000,2.494425,801.787834
10000,10000,10000,2.488565,803.676169
10000,10000,10000,2.488275,803.769596
10000,10000,10000,2.482650,805.590744

10000,10000,10000,2.490990,802.893551
10000,10000,10000,2.500059,799.981207
10000,10000,10000,2.496581,801.095594
10000,10000,10000,2.487305,804.083292
10000,10000,10000,2.501286,799.588793

10000,10000,10000,2.320057,862.047728
10000,10000,10000,2.323469,860.781815
10000,10000,10000,2.346889,852.192001
10000,10000,10000,2.347639,851.919895
10000,10000,10000,2.335499,856.348173

10000,10000,10000,2.334475,856.723681
10000,10000,10000,2.338853,855.119840
10000,10000,10000,2.342084,853.940194
10000,10000,10000,2.335878,856.208987
10000,10000,10000,2.339393,854.922520

10000,10000,10000,2.517087,794.569223
10000,10000,10000,2.511794,796.243796
10000,10000,10000,2.538888,787.746561
10000,10000,10000,2.537224,788.263143
10000,10000,10000,2.525242,792.003294

10000,10000,10000,2.532660,789.683442
10000,10000,10000,2.514306,795.448178
10000,10000,10000,2.527750,791.217579
10000,10000,10000,2.539628,787.516872
10000,10000,10000,2.527025,791.444490

10000,10000,10000,2.458430,813.527334
10000,10000,10000,2.453407,815.192835
10000,10000,10000,2.459874,813.049650
10000,10000,10000,2.459172,813.281826
10000,10000,10000,2.454052,814.978529

10000,10000,10000,2.477472,807.274633
10000,10000,10000,2.465576,811.169534
10000,10000,10000,2.463985,811.693277
10000,10000,10000,2.462127,812.305852
10000,10000,10000,2.457146,813.952333

10000,10000,10000,2.702606,740.026384
10000,10000,10000,2.713661,737.011854
10000,10000,10000,2.712117,737.431248
10000,10000,10000,2.689752,743.562939
10000,10000,10000,2.840476,704.107375

10000,10000,10000,2.920233,684.876806
10000,10000,10000,2.930180,682.551810
10000,10000,10000,2.922261,684.401502
10000,10000,10000,2.913291,686.508936
10000,10000,10000,2.875717,695.478662

10000,10000,10000,2.391032,836.458808
10000,10000,10000,2.440726,819.428296
10000,10000,10000,2.528466,790.993404
10000,10000,10000,2.364461,845.858911
10000,10000,10000,2.374046,842.443801

10000,10000,10000,2.390714,836.570170
10000,10000,10000,2.381635,839.759232
10000,10000,10000,2.356126,848.850921
10000,10000,10000,2.373752,842.548084
10000,10000,10000,2.384331,838.809660

10000,10000,10000,2.408846,830.273196
10000,10000,10000,2.448776,816.734431
10000,10000,10000,2.456752,814.082881
10000,10000,10000,2.490495,803.053138
10000,10000,10000,2.438885,820.046767

10000,10000,10000,2.470112,809.679842
10000,10000,10000,2.527175,791.397464
10000,10000,10000,2.532692,789.673552
10000,10000,10000,2.546181,785.490092
10000,10000,10000,2.485545,804.652659

10000,10000,10000,2.707778,738.613096
10000,10000,10000,2.622074,762.754936
10000,10000,10000,2.704802,739.425632
10000,10000,10000,2.642968,756.725098
10000,10000,10000,2.709513,738.140155

10000,10000,10000,2.311589,865.205619
10000,10000,10000,2.361240,847.012536
10000,10000,10000,2.296847,870.758847
10000,10000,10000,2.287904,874.162600
10000,10000,10000,2.293777,871.924458

10000,10000,10000,2.771206,721.707411
10000,10000,10000,2.889467,692.169138
10000,10000,10000,2.876264,695.346559
10000,10000,10000,2.898341,690.050000
10000,10000,10000,2.893265,691.260588

10000,10000,10000,2.776779,720.258923
10000,10000,10000,2.814404,710.629944
10000,10000,10000,2.774714,720.794971
10000,10000,10000,2.863957,698.334417
10000,10000,10000,2.961941,675.232939

10000,10000,10000,2.357356,848.407998
10000,10000,10000,2.385895,838.259779
10000,10000,10000,2.374059,842.439092
10000,10000,10000,2.382321,839.517383
10000,10000,10000,2.371641,843.297949

10000,10000,10000,2.331230,857.916027
10000,10000,10000,2.313968,864.316067
10000,10000,10000,2.304794,867.756443
10000,10000,10000,2.312908,864.712162
10000,10000,10000,2.321103,861.659162

10000,10000,10000,2.468764,810.121962
10000,10000,10000,2.499107,800.286002
10000,10000,10000,2.475455,807.932433
10000,10000,10000,2.485053,804.811667
10000,10000,10000,2.545627,785.661034

10000,10000,10000,2.281493,876.618827
10000,10000,10000,2.277755,878.057392
10000,10000,10000,2.287242,874.415666
10000,10000,10000,2.285167,875.209517
10000,10000,10000,2.289552,873.533378

10000,10000,10000,2.148592,930.842358
10000,10000,10000,2.144878,932.453926
10000,10000,10000,2.132075,938.053349
10000,10000,10000,2.148204,931.010407
10000,10000,10000,2.142696,933.403358

10000,10000,10000,2.147454,931.335240
10000,10000,10000,2.149208,930.575288
10000,10000,10000,2.157388,927.047021
10000,10000,10000,2.150985,929.806602
10000,10000,10000,2.143317,933.132929

10000,10000,10000,2.338531,855.237913
10000,10000,10000,2.340647,854.464607
10000,10000,10000,2.350885,850.743492
10000,10000,10000,2.339489,854.887673
10000,10000,10000,2.362373,846.606238

10000,10000,10000,2.336582,855.951044
10000,10000,10000,2.339209,854.989725
10000,10000,10000,2.351295,850.595075
10000,10000,10000,2.335531,856.336343
10000,10000,10000,2.345551,852.678203

10000,10000,10000,2.089161,957.322099
10000,10000,10000,2.106284,949.539393
10000,10000,10000,2.109580,948.055855
10000,10000,10000,2.108828,948.393959
10000,10000,10000,2.094289,954.977953

10000,10000,10000,3.037460,658.444844
10000,10000,10000,3.064907,652.548366
