# running on EPYC
# thread allocation policy: cores, spread
# max number of threads: 64
# m, n, k, time, gflops
10000,10000,10000,1.713995,1166.864399
10000,10000,10000,1.671028,1196.868123
10000,10000,10000,1.654752,1208.640443
10000,10000,10000,1.690316,1183.210433

10000,10000,10000,1.704548,1173.331781
10000,10000,10000,1.689555,1183.743940
10000,10000,10000,1.656970,1207.022490
10000,10000,10000,1.667280,1199.558839
10000,10000,10000,1.667707,1199.251657

10000,10000,10000,1.504737,1329.135991
10000,10000,10000,1.519231,1316.455580
10000,10000,10000,1.538441,1300.016999
10000,10000,10000,1.497331,1335.710173
10000,10000,10000,1.514598,1320.482535

10000,10000,10000,1.567231,1276.136168
10000,10000,10000,1.491686,1340.765041
10000,10000,10000,1.502476,1331.135954
10000,10000,10000,1.510625,1323.955395
10000,10000,10000,1.486423,1345.512007

10000,10000,10000,1.687912,1184.895944
10000,10000,10000,1.655643,1207.989588
10000,10000,10000,1.666816,1199.892283
10000,10000,10000,1.671874,1196.262182
10000,10000,10000,1.663566,1202.236325

10000,10000,10000,1.872545,1068.064950
10000,10000,10000,1.855770,1077.719557
10000,10000,10000,1.862544,1073.799886
10000,10000,10000,1.841912,1085.828383
10000,10000,10000,1.856911,1077.057495

10000,10000,10000,1.737527,1151.061017
10000,10000,10000,1.690468,1183.104314
10000,10000,10000,1.717556,1164.445108
10000,10000,10000,1.716480,1165.175318
10000,10000,10000,1.707929,1171.008790

10000,10000,10000,1.601333,1248.959553
10000,10000,10000,1.582243,1264.028217
10000,10000,10000,1.610924,1241.523115
10000,10000,10000,1.606399,1245.020399
10000,10000,10000,1.613609,1239.457806

10000,10000,10000,1.585468,1261.457342
10000,10000,10000,1.611615,1240.991054
10000,10000,10000,1.596329,1252.874905
10000,10000,10000,1.621606,1233.344974
10000,10000,10000,1.589171,1258.517502

10000,10000,10000,1.562988,1279.600266
10000,10000,10000,1.550670,1289.765380
10000,10000,10000,1.568161,1275.379047
10000,10000,10000,1.549420,1290.805550
10000,10000,10000,1.574710,1270.074904

10000,10000,10000,1.531899,1305.569012
10000,10000,10000,1.531715,1305.725541
10000,10000,10000,1.536823,1301.386194
10000,10000,10000,1.542548,1296.555905
10000,10000,10000,1.518901,1316.741331

10000,10000,10000,1.532711,1304.877189
10000,10000,10000,1.532744,1304.849621
10000,10000,10000,1.519537,1316.190054
10000,10000,10000,1.514854,1320.259459
10000,10000,10000,1.531412,1305.984701

10000,10000,10000,1.517025,1318.369472
10000,10000,10000,1.539904,1298.782280
10000,10000,10000,1.526576,1310.121476
10000,10000,10000,1.534188,1303.621407
10000,10000,10000,1.493366,1339.256087

10000,10000,10000,1.519040,1316.621033
10000,10000,10000,1.488836,1343.331670
10000,10000,10000,1.518551,1317.045214
10000,10000,10000,1.501648,1331.869807
10000,10000,10000,1.515573,1319.632659

10000,10000,10000,1.787415,1118.934403
10000,10000,10000,1.773665,1127.608828
10000,10000,10000,1.782727,1121.876552
10000,10000,10000,1.839441,1087.286981
10000,10000,10000,1.844663,1084.208629

10000,10000,10000,1.467531,1362.832851
10000,10000,10000,1.483717,1347.966187
10000,10000,10000,1.479010,1352.256261
10000,10000,10000,1.473117,1357.665744
10000,10000,10000,1.474890,1356.033577

10000,10000,10000,1.486312,1345.612355
10000,10000,10000,1.497534,1335.528716
10000,10000,10000,1.493108,1339.488013
10000,10000,10000,1.470200,1360.359425
10000,10000,10000,1.490113,1342.179730

10000,10000,10000,1.462329,1367.681302
10000,10000,10000,1.464144,1365.985799
10000,10000,10000,1.484919,1346.874830
10000,10000,10000,1.461332,1368.614156
10000,10000,10000,1.454721,1374.833954

10000,10000,10000,1.471623,1359.043275
10000,10000,10000,1.486723,1345.240927
10000,10000,10000,1.493866,1338.808283
10000,10000,10000,1.487898,1344.177825
10000,10000,10000,1.478596,1352.634645

10000,10000,10000,1.522266,1313.831002
10000,10000,10000,1.540667,1298.139358
10000,10000,10000,1.511541,1323.153063
10000,10000,10000,1.521221,1314.733438
10000,10000,10000,1.530040,1307.155696

10000,10000,10000,1.523928,1312.397765
10000,10000,10000,1.504553,1329.298870
10000,10000,10000,1.525273,1311.240454
10000,10000,10000,1.500823,1332.602389
10000,10000,10000,1.524722,1311.714249

10000,10000,10000,1.549538,1290.707595
10000,10000,10000,1.530705,1306.587204
10000,10000,10000,1.515753,1319.476021
10000,10000,10000,1.517780,1317.714318
10000,10000,10000,1.509665,1324.796969

10000,10000,10000,1.485298,1346.530856
10000,10000,10000,1.474078,1356.780757
10000,10000,10000,1.493258,1339.353560
10000,10000,10000,1.473383,1357.419969
10000,10000,10000,1.506851,1327.271204

10000,10000,10000,1.472596,1358.145825
10000,10000,10000,1.504004,1329.783843
10000,10000,10000,1.505737,1328.252847
10000,10000,10000,1.505529,1328.436840
10000,10000,10000,1.502959,1330.708350

10000,10000,10000,1.459832,1370.020918
10000,10000,10000,1.460694,1369.212359
