# running on EPYC
# thread allocation policy: cores, spread
# max number of threads: 64
# m, n, k, time, gflops
10000,10000,10000,3.122863,640.437925

10000,10000,10000,3.270985,611.436565
10000,10000,10000,3.210362,622.982686
10000,10000,10000,3.224787,620.196091
10000,10000,10000,3.208902,623.266163
10000,10000,10000,3.222502,620.635693

10000,10000,10000,3.103091,644.518619
10000,10000,10000,3.160940,632.723167
10000,10000,10000,2.981514,670.800053
10000,10000,10000,3.120605,640.901429
10000,10000,10000,3.040367,657.815242

10000,10000,10000,3.421998,584.453793
10000,10000,10000,3.423457,584.204837
10000,10000,10000,3.426537,583.679658
10000,10000,10000,3.460006,578.033614
10000,10000,10000,3.432255,582.707351

10000,10000,10000,3.158456,633.220800
10000,10000,10000,3.130904,638.793104
10000,10000,10000,3.221559,620.817365
10000,10000,10000,3.090785,647.084848
10000,10000,10000,3.146391,635.648809

10000,10000,10000,3.438771,581.603164
10000,10000,10000,3.375955,592.424918
10000,10000,10000,3.392535,589.529605
10000,10000,10000,3.387807,590.352390
10000,10000,10000,3.462055,577.691566

10000,10000,10000,3.239044,617.466209
10000,10000,10000,3.183038,628.330564
10000,10000,10000,3.157712,633.370028
10000,10000,10000,3.289985,607.905582
10000,10000,10000,3.166629,631.586425

10000,10000,10000,3.462680,577.587384
10000,10000,10000,3.496075,572.070073
10000,10000,10000,3.494365,572.350017
10000,10000,10000,3.536194,565.579847
10000,10000,10000,3.472233,575.998276

10000,10000,10000,3.145834,635.761431
10000,10000,10000,3.158821,633.147596
10000,10000,10000,3.140831,636.774120
10000,10000,10000,3.188315,627.290574
10000,10000,10000,3.149165,635.088960

10000,10000,10000,3.335555,599.600407
10000,10000,10000,3.306185,604.926781
10000,10000,10000,3.333041,600.052712
10000,10000,10000,3.333502,599.969721
10000,10000,10000,3.309141,604.386545

10000,10000,10000,3.073113,650.805872
10000,10000,10000,3.146310,635.665357
10000,10000,10000,3.062046,653.158135
10000,10000,10000,3.476643,575.267625
10000,10000,10000,3.069991,651.467814

10000,10000,10000,3.410654,586.397775
10000,10000,10000,3.391258,589.751605
10000,10000,10000,3.388118,590.298164
10000,10000,10000,3.403567,587.618738
10000,10000,10000,3.384742,590.886913

10000,10000,10000,3.022223,661.764501
10000,10000,10000,3.072327,650.972298
10000,10000,10000,3.111636,642.748757
10000,10000,10000,2.559235,781.483424
10000,10000,10000,3.042286,657.400493

10000,10000,10000,3.236752,617.903454
10000,10000,10000,3.251739,615.055497
10000,10000,10000,3.218478,621.411807
10000,10000,10000,3.226068,619.949806
10000,10000,10000,3.207808,623.478635

10000,10000,10000,3.071208,651.209642
10000,10000,10000,3.047488,656.278202
10000,10000,10000,3.076697,650.047691
10000,10000,10000,3.045811,656.639612
10000,10000,10000,3.098450,645.484109

10000,10000,10000,3.339021,598.977974
10000,10000,10000,3.350962,596.843485
10000,10000,10000,3.369114,593.627859
10000,10000,10000,3.373805,592.802479
10000,10000,10000,3.380580,591.614538

10000,10000,10000,3.076871,650.011076
10000,10000,10000,3.082510,648.821851
10000,10000,10000,3.058191,653.981414
10000,10000,10000,3.041335,657.606020
10000,10000,10000,3.058907,653.828279

10000,10000,10000,3.266208,612.330941
10000,10000,10000,3.333336,599.999535
10000,10000,10000,3.333046,600.051746
10000,10000,10000,3.288098,608.254376
10000,10000,10000,3.321644,602.111551

10000,10000,10000,3.081929,648.944193
10000,10000,10000,3.046961,656.391658
10000,10000,10000,3.063219,652.908000
10000,10000,10000,3.096413,645.908674
10000,10000,10000,3.206506,623.731880

10000,10000,10000,3.536051,565.602624
10000,10000,10000,3.548910,563.553270
10000,10000,10000,3.555220,562.553117
10000,10000,10000,3.618722,552.681251
10000,10000,10000,3.518513,568.421983

10000,10000,10000,3.146627,635.601279
10000,10000,10000,3.138994,637.146820
10000,10000,10000,3.144753,635.980088
10000,10000,10000,3.165320,631.847699
10000,10000,10000,3.150278,634.864607

10000,10000,10000,3.443302,580.837856
10000,10000,10000,3.457732,578.413759
10000,10000,10000,3.411968,586.171997
10000,10000,10000,3.403794,587.579650
10000,10000,10000,3.353219,596.441865

10000,10000,10000,3.154015,634.112344
10000,10000,10000,3.160347,632.841806
10000,10000,10000,3.098092,645.558694
10000,10000,10000,3.156973,633.518327
10000,10000,10000,3.099962,645.169173

10000,10000,10000,3.505800,570.483124
10000,10000,10000,3.491081,572.888514
10000,10000,10000,3.544788,564.208566
10000,10000,10000,3.523898,567.553374
10000,10000,10000,3.497773,571.792424

10000,10000,10000,3.070487,651.362485
10000,10000,10000,3.054965,654.671916
10000,10000,10000,3.072104,651.019572
10000,10000,10000,3.076402,650.110071
10000,10000,10000,3.061300,653.317206

10000,10000,10000,3.212376,622.592165
10000,10000,10000,3.232000,618.811819
10000,10000,10000,3.121930,640.629314
10000,10000,10000,3.202343,624.542722
10000,10000,10000,3.284529,608.915231

10000,10000,10000,3.042135,657.432971
10000,10000,10000,3.046669,656.454571
10000,10000,10000,3.057981,654.026325
10000,10000,10000,3.066802,652.145212
10000,10000,10000,3.069221,651.631171

10000,10000,10000,3.426788,583.636985
10000,10000,10000,3.417064,585.297770
10000,10000,10000,3.419125,584.945030
10000,10000,10000,3.407044,587.019149
10000,10000,10000,3.390763,589.837802

10000,10000,10000,3.053642,654.955551
10000,10000,10000,3.208229,623.396815
10000,10000,10000,3.111085,642.862472
10000,10000,10000,3.035781,658.809048
10000,10000,10000,3.062009,653.165851

10000,10000,10000,3.185646,627.816193
10000,10000,10000,3.185941,627.758050
10000,10000,10000,3.184572,628.027877
10000,10000,10000,3.179454,629.038736
10000,10000,10000,3.184772,627.988466

10000,10000,10000,3.099838,645.194918
10000,10000,10000,3.065396,652.444326
10000,10000,10000,3.112017,642.670039
10000,10000,10000,3.049943,655.750066
10000,10000,10000,3.049755,655.790415

10000,10000,10000,3.485580,573.792523
10000,10000,10000,3.462207,577.666196
10000,10000,10000,3.477938,575.053409
10000,10000,10000,3.472202,576.003274
10000,10000,10000,3.483378,574.155302

