# nprocs, nthreads, total, comm, grid, idle, write
4,1,35.418572,0.312889,33.484584,0.000146,1.891496
4,1,35.410449,0.378757,33.588933,0.000145,1.790977
4,1,35.476136,0.271888,33.480026,0.000150,1.958456
4,1,35.179647,0.260268,33.460004,0.000151,1.679963
4,1,35.232046,0.238450,33.435036,0.000144,1.759683
4,2,18.698889,0.125743,16.735526,0.126144,1.896819
4,2,18.665216,0.113626,16.719688,0.114229,1.887490
4,2,18.848080,0.123201,16.726584,0.123573,2.057736
4,2,18.650704,0.111464,16.716316,0.111817,1.872852
4,2,18.729814,0.123043,16.730523,0.123422,1.944857
4,3,13.601547,0.075098,11.117846,0.108371,2.432215
4,3,13.056187,0.082605,11.115290,0.109432,1.882584
4,3,13.064619,0.082931,11.108339,0.129467,1.868146
4,3,13.096112,0.081361,11.116404,0.108920,1.926614
4,3,13.481753,0.083590,11.115808,0.119318,2.303552
4,4,10.841586,0.059527,8.312869,0.080470,2.473517
4,4,10.482912,0.052611,8.313308,0.077944,2.118276
4,4,10.450870,0.064507,8.310367,0.087174,2.080000
4,4,10.237498,0.050302,8.306023,0.068577,1.878147
4,4,10.847342,0.058913,8.310480,0.084626,2.476033
4,5,9.136715,0.053167,6.646756,0.068195,2.438934
4,5,8.957306,0.050484,6.643391,0.070804,2.256832
4,5,8.841751,0.060471,6.641324,0.068531,2.141679
4,5,8.832885,0.061004,6.646208,0.076020,2.127943
4,5,9.170387,0.060292,6.645588,0.074722,2.465696
4,6,7.803152,0.051315,5.552142,0.073966,2.199692
4,6,7.884860,0.057020,5.556892,0.066844,2.286936
4,6,8.053426,0.055987,5.551760,0.065865,2.459063
4,6,8.263730,0.062942,5.555326,0.078398,2.655458
4,6,7.881901,0.052602,5.552763,0.073961,2.277832
4,7,7.429025,0.057484,4.770262,0.071848,2.614605
4,7,7.475335,0.054135,4.773607,0.059542,2.672216
4,7,7.303900,0.051866,4.773592,0.060506,2.499853
4,7,7.450768,0.050021,4.776526,0.062378,2.645384
4,7,7.887964,0.055932,4.777019,0.069960,3.073887
4,8,6.856723,0.058093,4.197837,0.067661,2.639517
4,8,6.882363,0.064078,4.201205,0.070048,2.662908
4,8,7.137038,0.066203,4.202383,0.075136,2.913815
4,8,6.849140,0.065216,4.202309,0.072123,2.627226
4,8,6.682275,0.059818,4.198142,0.069034,2.461992
4,9,6.183780,0.058960,3.725662,0.066883,2.432809
4,9,6.120549,0.045371,3.712625,0.052696,2.382279
4,9,6.350412,0.051820,3.718910,0.058955,2.606003
4,9,6.463563,0.050816,3.715497,0.055429,2.721506
4,9,7.067183,0.042838,3.712494,0.055009,3.327359
4,10,5.921602,0.048659,3.345922,0.058665,2.547283
4,10,6.293886,0.043906,3.342286,0.053467,2.924439
4,10,5.937473,0.047324,3.344159,0.053468,2.567589
4,10,6.162559,0.047715,3.345730,0.058134,2.788845
4,10,6.492244,0.043678,3.341298,0.049199,3.127089
4,11,5.910666,0.055400,3.056524,0.059425,2.827287
4,11,6.271685,0.054157,3.064775,0.061113,3.185872
4,11,5.816552,0.058289,3.062054,0.063404,2.728881
4,11,6.085808,0.053912,3.064717,0.063192,2.998579
4,11,5.984707,0.058432,3.061380,0.062766,2.896553
4,12,5.680618,0.049652,2.808074,0.057405,2.850993
4,12,5.754186,0.052803,2.803138,0.057430,2.922190
4,12,5.621622,0.042987,2.797709,0.048260,2.802783
