# nprocs, nthreads, total, comm, grid, idle, write
2,1,33.583690,0.266095,33.407658,0.005221,0.009243
2,1,33.676472,0.272488,33.439541,0.005474,0.010070
2,1,33.667523,0.253649,33.401191,0.005270,0.009147
2,1,33.645005,0.246093,33.401392,0.005150,0.008121
2,1,33.769146,0.364183,33.576267,0.005379,0.009035
2,2,16.951650,0.173432,16.790994,0.184105,0.010284
2,2,16.926754,0.189948,16.793324,0.202206,0.010321
2,2,16.914322,0.198929,16.791302,0.211713,0.010247
2,2,16.812311,0.134376,16.698494,0.146233,0.011170
2,2,16.847245,0.124689,16.693754,0.136964,0.010975
2,3,11.190197,0.087486,11.129851,0.110727,0.010252
2,3,11.182348,0.080624,11.124942,0.103016,0.009670
2,3,11.202580,0.101537,11.143085,0.123356,0.010024
2,3,11.217119,0.115914,11.157544,0.137164,0.010560
2,3,11.215370,0.110786,11.157339,0.133319,0.010093
2,4,8.432766,0.077891,8.359057,0.102378,0.009353
2,4,8.437933,0.079565,8.361479,0.104883,0.010375
2,4,8.442481,0.079141,8.362807,0.103871,0.011944
2,4,8.443709,0.080662,8.365629,0.105710,0.010103
2,4,8.451499,0.086478,8.370314,0.109347,0.010432
2,5,6.786292,0.061052,6.692980,0.088177,0.011097
2,5,6.796646,0.065899,6.699762,0.091881,0.017026
2,5,6.794548,0.068643,6.703410,0.094933,0.011457
2,5,6.779339,0.053919,6.682132,0.079295,0.019876
2,5,6.806721,0.062837,6.694237,0.087711,0.035527
2,6,5.684522,0.053537,5.618070,0.080731,0.011742
2,6,5.681039,0.054523,5.616410,0.081495,0.011777
2,6,5.683107,0.055589,5.618176,0.084844,0.012875
2,6,5.681108,0.055361,5.616738,0.083689,0.011687
2,6,5.708354,0.058992,5.621240,0.087082,0.033575
2,7,4.871183,0.038892,4.805950,0.068695,0.011009
2,7,4.890460,0.050460,4.820075,0.080935,0.016649
2,7,4.890379,0.049409,4.821415,0.080236,0.016965
2,7,4.882857,0.041017,4.814156,0.073011,0.015977
2,7,4.881216,0.041525,4.811825,0.071940,0.015886
2,8,4.286230,0.037416,4.215172,0.070336,0.011725
2,8,4.290350,0.037650,4.217394,0.072250,0.010778
2,8,4.298965,0.054520,4.232086,0.088437,0.010576
2,8,4.287918,0.039892,4.217803,0.073052,0.011343
2,8,4.301233,0.056797,4.232020,0.089905,0.011602
2,9,3.831346,0.039498,3.763168,0.074462,0.010816
2,9,3.829170,0.041479,3.759836,0.078225,0.011464
2,9,3.825998,0.040402,3.757953,0.076788,0.010750
2,9,3.826058,0.036209,3.756184,0.071441,0.012121
2,9,3.829851,0.035550,3.758647,0.071612,0.009686
2,10,3.427464,0.035079,3.358873,0.072102,0.011762
2,10,3.428758,0.033305,3.359266,0.070986,0.011790
2,10,3.445005,0.039835,3.376055,0.078981,0.011625
2,10,3.437775,0.034372,3.369247,0.072296,0.011824
2,10,3.428186,0.028334,3.356443,0.066451,0.009459
2,11,3.158537,0.028049,3.084713,0.069711,0.012059
2,11,3.164941,0.024870,3.086358,0.066793,0.016414
2,11,3.160998,0.033875,3.090144,0.075770,0.012000
2,11,3.162213,0.034058,3.089904,0.075748,0.010971
2,11,3.200033,0.031842,3.090937,0.074349,0.050263
2,12,2.906048,0.036983,2.828964,0.081337,0.012927
2,12,2.902315,0.032194,2.827490,0.078718,0.010817
2,12,2.900359,0.029863,2.824884,0.074285,0.010826
2,12,2.901162,0.028549,2.826694,0.074679,0.012495
2,12,2.901324,0.035305,2.827756,0.079202,0.011643
2,13,2.701336,0.029256,2.625981,0.079235,0.010095
2,13,2.704048,0.030325,2.629129,0.080478,0.009941
2,13,2.705624,0.026655,2.629418,0.075342,0.010475
2,13,2.703366,0.030358,2.627090,0.078133,0.010519
2,13,2.708382,0.026655,2.631506,0.076236,0.010112
2,14,2.515203,0.033953,2.436318,0.085163,0.010728
2,14,2.546334,0.026967,2.436790,0.078511,0.039611
2,14,2.519289,0.030876,2.440161,0.082402,0.010711
2,14,2.512580,0.031468,2.434635,0.080511,0.010206
2,14,2.514385,0.026924,2.433872,0.081198,0.012426
2,15,2.382671,0.033512,2.299308,0.087450,0.011501
2,15,2.382157,0.031528,2.298089,0.086000,0.012737
2,15,2.389736,0.029666,2.297519,0.083729,0.021433
2,15,2.376764,0.024469,2.290859,0.080381,0.012098
2,15,2.389034,0.030024,2.303909,0.086306,0.011752
2,16,2.253156,0.028446,2.165330,0.088178,0.011892
2,16,2.248343,0.027295,2.163057,0.085859,0.011088
2,16,2.249137,0.027246,2.159893,0.084536,0.012579
2,16,2.254969,0.027525,2.166885,0.083736,0.013100
2,16,2.256547,0.023438,2.166920,0.082143,0.013921
2,17,2.130088,0.036662,2.043451,0.095075,0.011564
2,17,2.126706,0.027924,2.040801,0.085294,0.011603
2,17,2.130145,0.030080,2.042190,0.086382,0.013177
2,17,2.126314,0.030150,2.038639,0.086528,0.012169
2,17,2.152963,0.031525,2.044067,0.088440,0.035390
2,18,2.019274,0.029037,1.905512,0.087499,0.038954
2,18,2.002701,0.040401,1.916025,0.098930,0.012552
2,18,1.994042,0.028406,1.907968,0.085381,0.010674
2,18,1.992232,0.026738,1.906185,0.083267,0.012453
2,18,1.993100,0.026694,1.904722,0.082503,0.011944
2,19,1.921389,0.031416,1.836846,0.088407,0.012109
2,19,1.921901,0.029973,1.834074,0.088123,0.012046
2,19,1.920685,0.025770,1.836765,0.082367,0.010019
2,19,1.921612,0.028273,1.832802,0.085044,0.013961
2,19,1.921918,0.029105,1.833268,0.085082,0.013089
2,20,1.803661,0.024117,1.707002,0.082779,0.021720
2,20,1.802060,0.031901,1.715933,0.088201,0.012153
2,20,1.798314,0.028599,1.709428,0.084376,0.013161
2,20,1.810826,0.035825,1.721329,0.093066,0.015179
2,20,1.815543,0.036296,1.722294,0.094694,0.017677
2,21,1.730507,0.024018,1.641792,0.082693,0.012261
2,21,1.724938,0.024812,1.639264,0.082845,0.011778
2,21,1.724782,0.029344,1.638853,0.085124,0.011288
2,21,1.731075,0.029247,1.643281,0.084873,0.012044
2,21,1.732072,0.030046,1.644289,0.086641,0.012917
2,22,1.660634,0.025010,1.573269,0.081126,0.011822
2,22,1.661010,0.023796,1.574091,0.078948,0.010933
2,22,1.663538,0.031596,1.573234,0.087154,0.016322
2,22,1.659791,0.032778,1.572876,0.088111,0.011956
2,22,1.660036,0.026549,1.573287,0.082232,0.013057
2,23,1.596385,0.025019,1.505301,0.080896,0.016604
2,23,1.592730,0.028163,1.504211,0.083800,0.015075
2,23,1.590381,0.027893,1.505393,0.085234,0.012710
2,23,1.595891,0.032475,1.509385,0.089320,0.012588
2,23,1.598764,0.029979,1.515673,0.085427,0.010592
2,24,1.548430,0.034946,1.452795,0.091546,0.022317
2,24,1.539881,0.040720,1.454881,0.097555,0.011118
2,24,1.541491,0.030150,1.441927,0.086095,0.025903
2,24,1.546496,0.032181,1.448444,0.087263,0.024539
2,24,1.531465,0.023759,1.445143,0.080792,0.011786
2,25,1.456670,0.021654,1.372307,0.077163,0.010111
2,25,1.466685,0.033468,1.380865,0.088326,0.012177
2,25,1.467742,0.026963,1.378016,0.084054,0.015875
2,25,1.457200,0.022543,1.371512,0.078709,0.011133
2,25,1.462167,0.028607,1.375129,0.085186,0.013411
2,26,1.459689,0.036410,1.372828,0.092994,0.012341
2,26,1.452192,0.022284,1.363717,0.078229,0.014736
2,26,1.449492,0.024498,1.364980,0.080780,0.011063
2,26,1.444086,0.021961,1.357763,0.078790,0.010711
2,26,1.848590,0.022034,1.366026,0.077937,0.408420
2,27,1.394861,0.029793,1.309607,0.084890,0.011541
2,27,1.400901,0.031583,1.314832,0.087694,0.012658
2,27,1.423289,0.025213,1.307343,0.080488,0.042504
2,27,1.417411,0.024607,1.304198,0.080179,0.039746
2,27,1.386195,0.028785,1.301004,0.084314,0.011081
2,28,1.319636,0.022459,1.234841,0.078483,0.011205
2,28,1.322202,0.024197,1.237761,0.081731,0.011265
2,28,1.378811,0.021713,1.233887,0.078762,0.069991
2,28,1.327659,0.021043,1.239010,0.077475,0.014507
2,28,1.323852,0.022002,1.237200,0.078238,0.011852
