# nprocs, nthreads, total, comm, grid, idle, write
1,64,1.232677,0.008203,1.144004,0.074703,0.015329
2,64,1.258958,0.032246,1.139510,0.089354,0.036393
3,64,2.648478,0.129453,1.181499,0.246968,1.268944
4,64,2.895671,0.092812,1.183893,0.161038,1.613908
5,64,3.356865,0.204779,1.214510,0.326409,1.916280
6,64,3.967926,0.120278,1.188757,0.210340,2.634458
7,64,4.128177,0.305623,1.237218,0.390540,2.615548
8,64,5.007575,0.126212,1.182584,0.235768,3.653422
