# nprocs, nthreads, total, comm, grid, idle, write
2,1,83.100289,0.148184,83.031762,0.000535,0.024719
2,1,83.052630,0.070566,82.982417,0.000514,0.023264
2,1,83.075886,0.083940,82.991796,0.000520,0.022132
2,1,83.129425,0.082140,83.041620,0.000509,0.021859
2,1,83.094661,0.076300,83.005177,0.000510,0.023624
2,2,41.422442,0.052924,41.343458,0.054366,0.022143
2,2,41.442660,0.085258,41.383074,0.086687,0.028112
2,2,41.429370,0.054078,41.366542,0.055588,0.027407
2,2,41.415038,0.052774,41.355780,0.054550,0.020954
2,2,41.519703,0.054878,41.359334,0.056556,0.123497
2,3,27.682826,0.065582,27.595881,0.069507,0.040301
2,3,27.653263,0.065117,27.589555,0.068691,0.026302
2,3,27.774610,0.067790,27.591725,0.071340,0.140379
2,3,27.647622,0.063799,27.593120,0.067141,0.025595
2,3,27.750076,0.067993,27.592406,0.071527,0.130166
2,4,20.864239,0.040500,20.696694,0.044307,0.130951
2,4,20.869963,0.032376,20.697934,0.036122,0.139218
2,4,20.769159,0.039858,20.696528,0.044623,0.036442
2,4,20.867707,0.030583,20.688934,0.034336,0.145627
2,4,20.875897,0.040789,20.691874,0.044705,0.143767
2,5,16.735997,0.037192,16.568804,0.041037,0.131368
2,5,16.732059,0.040164,16.574386,0.044028,0.130776
2,5,16.740168,0.035496,16.567723,0.039172,0.137965
2,5,16.736936,0.036688,16.567534,0.040429,0.141051
2,5,16.740350,0.033600,16.564107,0.037341,0.144871
2,6,14.007530,0.033962,13.827547,0.038131,0.152407
2,6,13.893438,0.039341,13.830028,0.043476,0.031873
2,6,13.905276,0.033193,13.824755,0.037522,0.051567
2,6,13.986799,0.032903,13.821438,0.037188,0.135925
2,6,13.994483,0.037587,13.823845,0.041663,0.131932
2,7,12.048468,0.050756,11.880137,0.054962,0.133667
2,7,12.053142,0.037011,11.871526,0.041381,0.148737
2,7,12.030161,0.039579,11.873964,0.043925,0.127950
2,7,12.044970,0.043704,11.879685,0.048080,0.133452
2,7,12.057325,0.045412,11.879915,0.049692,0.140805
2,8,10.515540,0.043783,10.418003,0.048733,0.054406
2,8,10.553928,0.042003,10.417909,0.046683,0.097697
2,8,10.595166,0.033925,10.419122,0.038797,0.144201
2,8,10.609110,0.045851,10.421604,0.050649,0.151261
2,8,10.617806,0.044414,10.418187,0.049218,0.157879
2,9,9.302332,0.023241,9.226148,0.028340,0.049030
2,9,9.391579,0.026585,9.228724,0.031500,0.135236
2,9,9.391436,0.025338,9.224990,0.030384,0.138263
2,9,9.391832,0.028086,9.227272,0.033091,0.136184
2,9,9.403696,0.018334,9.225685,0.023234,0.155084
2,10,8.473083,0.025562,8.302219,0.030386,0.144698
2,10,8.466792,0.020988,8.302535,0.026043,0.139731
2,10,8.389384,0.027379,8.303964,0.032284,0.057114
2,10,8.468971,0.025959,8.302843,0.031002,0.136727
2,10,8.367504,0.026145,8.303183,0.030898,0.035326
2,11,7.733992,0.019916,7.570680,0.025312,0.142947
2,11,7.739813,0.020491,7.572641,0.025759,0.143796
2,11,7.739328,0.019912,7.576681,0.025213,0.142222
2,11,7.725318,0.022356,7.575298,0.027572,0.126732
2,11,7.642182,0.021181,7.572531,0.026350,0.048783
2,12,7.019437,0.024679,6.944956,0.029795,0.053348
2,12,7.107756,0.015820,6.944329,0.021105,0.145799
2,12,7.102858,0.021627,6.945307,0.027036,0.133068
2,12,7.035765,0.019283,6.945527,0.024709,0.070225
2,12,7.124581,0.020629,6.944866,0.025894,0.155935
2,13,6.485655,0.023156,6.416642,0.029197,0.042263
2,13,6.576707,0.023249,6.417922,0.029059,0.133787
2,13,6.578526,0.019704,6.416123,0.025294,0.141176
2,13,6.574256,0.019014,6.416261,0.024618,0.135680
2,13,6.580399,0.018165,6.419014,0.024094,0.139797
2,14,6.119562,0.020142,5.959209,0.025938,0.139671
2,14,6.036359,0.019959,5.955881,0.025887,0.057693
2,14,6.034697,0.020718,5.956967,0.027172,0.055741
2,14,6.057596,0.024250,5.961801,0.029987,0.072058
2,14,6.138766,0.017380,5.959729,0.023598,0.157607
2,15,5.725679,0.018086,5.558548,0.024302,0.145858
2,15,5.725102,0.016669,5.562864,0.023021,0.141498
2,15,5.725378,0.016701,5.560844,0.022605,0.143109
2,15,5.729692,0.034734,5.566040,0.040138,0.141927
2,15,5.736135,0.017045,5.558836,0.023560,0.158213
2,16,5.385326,0.020204,5.229471,0.026502,0.134175
2,16,5.394905,0.016434,5.225069,0.022595,0.148128
2,16,5.298347,0.022554,5.231287,0.029206,0.043169
2,16,5.399891,0.025970,5.229319,0.032660,0.144680
