(p: 0, t: 51) Comm: 0.000000, Grid: 0.331596, Idle: 0.073537
(p: 0, t: 15) Comm: 0.000000, Grid: 0.331857, Idle: 0.073276
(p: 0, t: 38) Comm: 0.000000, Grid: 0.331982, Idle: 0.073146
(p: 0, t: 17) Comm: 0.000000, Grid: 0.331595, Idle: 0.073539
(p: 0, t: 29) Comm: 0.000000, Grid: 0.331631, Idle: 0.073501
(p: 0, t: 36) Comm: 0.000000, Grid: 0.331660, Idle: 0.073475
(p: 0, t: 3) Comm: 0.000000, Grid: 0.331619, Idle: 0.073513
(p: 0, t: 21) Comm: 0.000000, Grid: 0.331634, Idle: 0.073502
(p: 0, t: 61) Comm: 0.000000, Grid: 0.331636, Idle: 0.073499
(p: 0, t: 32) Comm: 0.000000, Grid: 0.331626, Idle: 0.073498
(p: 0, t: 31) Comm: 0.000000, Grid: 0.331843, Idle: 0.073290
(p: 0, t: 5) Comm: 0.000000, Grid: 0.331818, Idle: 0.073315
(p: 0, t: 53) Comm: 0.000000, Grid: 0.331811, Idle: 0.073314
(p: 0, t: 25) Comm: 0.000000, Grid: 0.331629, Idle: 0.073500
(p: 0, t: 6) Comm: 0.000000, Grid: 0.331666, Idle: 0.073481
(p: 0, t: 28) Comm: 0.000000, Grid: 0.331664, Idle: 0.073458
(p: 0, t: 44) Comm: 0.000000, Grid: 0.331675, Idle: 0.073455
(p: 0, t: 60) Comm: 0.000000, Grid: 0.331672, Idle: 0.073456
(p: 0, t: 16) Comm: 0.000000, Grid: 0.331623, Idle: 0.073499
(p: 0, t: 48) Comm: 0.000000, Grid: 0.331633, Idle: 0.073491
(p: 0, t: 0) Comm: 0.007378, Grid: 0.331595, Idle: 0.065647
(p: 0, t: 20) Comm: 0.000000, Grid: 0.331660, Idle: 0.073471
(p: 0, t: 1) Comm: 0.000000, Grid: 0.331667, Idle: 0.073462
(p: 0, t: 52) Comm: 0.000000, Grid: 0.331674, Idle: 0.073459
(p: 0, t: 57) Comm: 0.000000, Grid: 0.331830, Idle: 0.073298
(p: 0, t: 37) Comm: 0.000000, Grid: 0.331901, Idle: 0.073222
(p: 0, t: 27) Comm: 0.000000, Grid: 0.331832, Idle: 0.073298
(p: 0, t: 39) Comm: 0.000000, Grid: 0.331699, Idle: 0.073438
(p: 0, t: 55) Comm: 0.000000, Grid: 0.331621, Idle: 0.073494
(p: 0, t: 10) Comm: 0.000000, Grid: 0.331634, Idle: 0.073496
(p: 0, t: 59) Comm: 0.000000, Grid: 0.331632, Idle: 0.073501
(p: 0, t: 43) Comm: 0.000000, Grid: 0.331685, Idle: 0.073445
(p: 0, t: 8) Comm: 0.000000, Grid: 0.331560, Idle: 0.073571
(p: 0, t: 18) Comm: 0.000000, Grid: 0.331553, Idle: 0.073573
(p: 0, t: 50) Comm: 0.000000, Grid: 0.331565, Idle: 0.073563
(p: 0, t: 33) Comm: 0.000000, Grid: 0.331634, Idle: 0.073502
(p: 0, t: 7) Comm: 0.000000, Grid: 0.331627, Idle: 0.073502
(p: 0, t: 24) Comm: 0.000000, Grid: 0.331670, Idle: 0.073461
(p: 0, t: 56) Comm: 0.000000, Grid: 0.331677, Idle: 0.073450
(p: 0, t: 2) Comm: 0.000000, Grid: 0.331663, Idle: 0.073466
(p: 0, t: 40) Comm: 0.000000, Grid: 0.331679, Idle: 0.073454
(p: 0, t: 47) Comm: 0.000000, Grid: 0.331700, Idle: 0.073425
(p: 0, t: 23) Comm: 0.000000, Grid: 0.331822, Idle: 0.073311
(p: 0, t: 54) Comm: 0.000000, Grid: 0.331704, Idle: 0.073422
(p: 0, t: 42) Comm: 0.000000, Grid: 0.331783, Idle: 0.073339
(p: 0, t: 30) Comm: 0.000000, Grid: 0.331745, Idle: 0.073391
(p: 0, t: 14) Comm: 0.000000, Grid: 0.331745, Idle: 0.073374
(p: 0, t: 22) Comm: 0.000000, Grid: 0.331956, Idle: 0.073170
(p: 0, t: 11) Comm: 0.000000, Grid: 0.331943, Idle: 0.073181
(p: 0, t: 63) Comm: 0.007226, Grid: 0.331888, Idle: 0.065468
(p: 0, t: 41) Comm: 0.000000, Grid: 0.331886, Idle: 0.073244
(p: 0, t: 26) Comm: 0.000000, Grid: 0.331822, Idle: 0.073297
(p: 0, t: 46) Comm: 0.000000, Grid: 0.331878, Idle: 0.073246
(p: 0, t: 58) Comm: 0.000000, Grid: 0.331789, Idle: 0.073336
(p: 0, t: 4) Comm: 0.000000, Grid: 0.331831, Idle: 0.073300
(p: 0, t: 9) Comm: 0.000000, Grid: 0.331846, Idle: 0.073273
(p: 0, t: 19) Comm: 0.000000, Grid: 0.331827, Idle: 0.073302
(p: 0, t: 62) Comm: 0.000000, Grid: 0.331890, Idle: 0.073228
(p: 0, t: 45) Comm: 0.000000, Grid: 0.331832, Idle: 0.073294
(p: 0, t: 12) Comm: 0.000000, Grid: 0.331892, Idle: 0.073242
(p: 0, t: 35) Comm: 0.000000, Grid: 0.331837, Idle: 0.073288
(p: 0, t: 49) Comm: 0.000000, Grid: 0.331818, Idle: 0.073309
(p: 0, t: 34) Comm: 0.000000, Grid: 0.331598, Idle: 0.073534
(p: 0, t: 13) Comm: 0.000000, Grid: 0.331632, Idle: 0.073502
Elapsed time: 0.422938 s
# nprocs, nthreads, total, procrank, thid, comm, grid, idle, write
4,29,1.396572,2,14,0.000000,0.639236,0.104594,0.651412
4,29,1.396491,0,7,0.000000,0.663978,0.079779,0.651401
4,29,1.396517,1,19,0.000000,0.658066,0.085684,0.651422
4,29,1.396570,2,21,0.000000,0.638947,0.104878,0.651414
4,29,1.396489,0,17,0.000000,0.664026,0.079735,0.651401
4,29,1.396514,1,13,0.000000,0.658400,0.085348,0.651422
4,29,1.396569,3,17,0.000000,0.640055,0.103754,0.651419
4,29,1.396572,3,26,0.000000,0.639863,0.103958,0.651420
4,29,1.396493,0,22,0.000000,0.663939,0.079800,0.651402
4,29,1.396520,1,15,0.000000,0.658261,0.085501,0.651425
4,29,1.396570,2,3,0.000000,0.638947,0.104887,0.651414
4,29,1.396575,2,15,0.000000,0.638874,0.104959,0.651414
4,29,1.396493,0,11,0.000000,0.663922,0.079826,0.651402
4,29,1.396518,1,10,0.000000,0.658308,0.085432,0.651427
4,29,1.396518,1,22,0.000000,0.658232,0.085524,0.651427
4,29,1.396569,3,19,0.000000,0.639122,0.104698,0.651421
4,29,1.396568,3,5,0.000000,0.639155,0.104671,0.651420
4,29,1.396488,0,16,0.000000,0.663569,0.080186,0.651402
4,29,1.396521,1,26,0.000000,0.658321,0.085448,0.651430
4,29,1.396572,3,8,0.000000,0.639897,0.103928,0.651420
4,29,1.396489,0,27,0.000000,0.664635,0.079093,0.651402
4,29,1.396489,0,15,0.000000,0.664641,0.079079,0.651402
4,29,1.396522,1,4,0.000000,0.658591,0.085154,0.651430
4,29,1.396577,2,24,0.000000,0.638684,0.105139,0.651416
4,29,1.396576,2,8,0.000000,0.639256,0.104579,0.651417
4,29,1.396579,2,26,0.000000,0.638857,0.104981,0.651418
4,29,1.396491,0,13,0.000000,0.663771,0.079982,0.651400
4,29,1.396527,1,2,0.000000,0.658387,0.085375,0.651433
4,29,1.396526,1,0,0.025035,0.657627,0.060368,0.651432
4,29,1.396570,3,28,0.033607,0.640707,0.068989,0.651422
4,29,1.396522,1,3,0.000000,0.658340,0.085408,0.651428
4,29,1.396491,0,25,0.000000,0.663708,0.080049,0.651400
4,29,1.396578,2,19,0.000000,0.639254,0.104572,0.651419
4,29,1.396528,1,14,0.000000,0.658605,0.085148,0.651436
4,29,1.396491,0,19,0.000000,0.664614,0.079132,0.651400
4,29,1.396532,1,16,0.000000,0.657667,0.086097,0.651438
4,29,1.396489,1,7,0.000000,0.658661,0.085087,0.651398
4,29,1.396491,0,4,0.000000,0.664630,0.079109,0.651401
4,29,1.396572,3,9,0.000000,0.639761,0.104057,0.651423
4,29,1.396574,3,25,0.000000,0.640041,0.103778,0.651423
4,29,1.396578,2,27,0.000000,0.639228,0.104602,0.651419
4,29,1.396579,2,22,0.000000,0.638654,0.105170,0.651420
4,29,1.396532,1,17,0.000000,0.658560,0.085193,0.651439
4,29,1.396490,0,24,0.000000,0.663582,0.080171,0.651402
4,29,1.396575,3,23,0.000000,0.639760,0.104044,0.651426
4,29,1.396576,3,7,0.000000,0.640028,0.103800,0.651426
4,29,1.396574,3,6,0.000000,0.640997,0.102826,0.651426
4,29,1.396580,3,20,0.000000,0.639529,0.104295,0.651429
4,29,1.396535,1,20,0.000000,0.658412,0.085346,0.651439
4,29,1.396535,1,1,0.000000,0.658449,0.085302,0.651439
4,29,1.396491,0,18,0.000000,0.663985,0.079761,0.651401
4,29,1.396580,2,13,0.000000,0.638989,0.104841,0.651422
4,29,1.396581,2,12,0.000000,0.638687,0.105146,0.651422
4,29,1.396584,2,2,0.000000,0.638655,0.105183,0.651423
4,29,1.396583,2,17,0.000000,0.638975,0.104859,0.651424
4,29,1.396537,1,6,0.000000,0.659077,0.084678,0.651444
4,29,1.396491,0,8,0.000000,0.664719,0.079030,0.651403
4,29,1.396581,3,1,0.000000,0.639594,0.104232,0.651429
4,29,1.396579,3,24,0.000000,0.639987,0.103837,0.651430
4,29,1.396580,3,2,0.000000,0.639946,0.103878,0.651431
4,29,1.396582,3,21,0.000000,0.640026,0.103799,0.651432
4,29,1.396494,0,23,0.000000,0.664620,0.079140,0.651403
4,29,1.396501,1,18,0.000000,0.658368,0.085391,0.651408
4,29,1.396584,2,10,0.000000,0.638959,0.104878,0.651425
4,29,1.396583,2,7,0.000000,0.638879,0.104945,0.651427
4,29,1.396585,2,5,0.000000,0.638743,0.105095,0.651427
4,29,1.396586,3,22,0.000000,0.639827,0.104003,0.651434
4,29,1.396586,3,18,0.000000,0.639789,0.104030,0.651435
4,29,1.396583,3,27,0.000000,0.639775,0.104041,0.651434
4,29,1.396492,0,12,0.000000,0.664628,0.079132,0.651403
4,29,1.396589,2,4,0.000000,0.639244,0.104581,0.651433
4,29,1.396592,2,20,0.000000,0.638590,0.105243,0.651433
4,29,1.396493,0,9,0.000000,0.664349,0.079411,0.651403
4,29,1.396585,3,10,0.000000,0.640080,0.103735,0.651437
4,29,1.396591,3,16,0.000000,0.639794,0.104027,0.651440
4,29,1.396591,3,0,0.023879,0.639757,0.079614,0.651440
4,29,1.396493,0,21,0.000000,0.664302,0.079460,0.651403
4,29,1.396566,2,23,0.000000,0.639237,0.104597,0.651408
4,29,1.396594,2,18,0.000000,0.638673,0.105156,0.651436
4,29,1.396591,2,28,0.007863,0.639349,0.096010,0.651435
4,29,1.396591,3,15,0.000000,0.640070,0.103758,0.651442
4,29,1.396594,3,11,0.000000,0.639852,0.103964,0.651443
4,29,1.396594,2,0,0.046204,0.638737,0.058352,0.651436
4,29,1.396592,2,9,0.000000,0.639557,0.104262,0.651436
4,29,1.396596,2,1,0.000000,0.638633,0.105202,0.651437
4,29,1.396493,0,6,0.000000,0.664441,0.079323,0.651402
4,29,1.396567,2,16,0.000000,0.638597,0.105229,0.651410
4,29,1.396568,3,3,0.000000,0.640044,0.103767,0.651418
4,29,1.396590,3,14,0.000000,0.639869,0.103937,0.651443
4,29,1.396493,0,28,0.008363,0.664166,0.070667,0.651402
4,29,1.396489,0,1,0.000000,0.663600,0.080157,0.651401
4,29,1.396492,0,10,0.000000,0.664799,0.078961,0.651403
4,29,1.396490,0,3,0.000000,0.663955,0.079800,0.651400
4,30,1.191814,0,12,0.000000,0.659316,0.080483,0.450684
4,30,1.191814,0,23,0.000000,0.659271,0.080527,0.450686
4,30,1.191847,1,2,0.000000,0.630916,0.108900,0.450682
4,30,1.191865,1,16,0.000000,0.630506,0.109327,0.450703
4,30,1.191881,1,14,0.000000,0.630858,0.108967,0.450719
4,30,1.191896,1,17,0.000000,0.630908,0.108924,0.450732
4,30,1.191855,1,11,0.000000,0.630868,0.108967,0.450692
4,30,1.191856,1,12,0.000000,0.630660,0.109174,0.450693
4,30,1.191814,0,14,0.000000,0.659479,0.080308,0.450685
4,30,1.191812,0,6,0.000000,0.658454,0.081336,0.450683
4,30,1.191857,1,5,0.000000,0.630492,0.109319,0.450694
4,30,1.191861,1,18,0.000000,0.631182,0.108631,0.450699
4,30,1.191862,1,1,0.000000,0.630924,0.108895,0.450699
4,30,1.191866,1,10,0.000000,0.631156,0.108657,0.450702
4,30,1.191814,0,27,0.000000,0.659282,0.080512,0.450684
4,30,1.191912,2,20,0.000000,0.628548,0.111334,0.450687
4,30,1.191941,2,2,0.000000,0.628463,0.111426,0.450714
4,30,1.191912,2,1,0.000000,0.628560,0.111336,0.450687
4,30,1.191810,0,20,0.000000,0.658405,0.081365,0.450683
4,30,1.191810,0,1,0.000000,0.658433,0.081368,0.450683
4,30,1.191866,1,0,0.050325,0.630441,0.058419,0.450703
4,30,1.191868,1,9,0.000000,0.630404,0.109416,0.450704
4,30,1.191867,1,13,0.000000,0.631105,0.108711,0.450705
4,30,1.191870,1,15,0.000000,0.630638,0.109191,0.450707
4,30,1.191916,3,9,0.000000,0.636905,0.102999,0.450689
4,30,1.191933,3,19,0.000000,0.636877,0.103012,0.450706
4,30,1.191946,3,15,0.000000,0.636865,0.103022,0.450720
4,30,1.191923,3,12,0.000000,0.636833,0.103059,0.450695
4,30,1.191814,0,10,0.000000,0.658699,0.081100,0.450683
4,30,1.191870,1,27,0.000000,0.630658,0.109163,0.450707
4,30,1.191873,1,23,0.000000,0.630697,0.109129,0.450709
4,30,1.191872,1,19,0.000000,0.630471,0.109356,0.450709
4,30,1.191917,2,24,0.000000,0.628478,0.111410,0.450691
4,30,1.191916,2,29,0.012578,0.629130,0.097484,0.450690
4,30,1.191916,2,4,0.000000,0.628301,0.111598,0.450693
4,30,1.191814,0,25,0.000000,0.658708,0.081083,0.450683
4,30,1.191876,1,20,0.000000,0.630860,0.108952,0.450712
4,30,1.191844,1,22,0.000000,0.631088,0.108737,0.450682
4,30,1.191925,3,13,0.000000,0.636866,0.103030,0.450697
4,30,1.191815,0,0,0.019349,0.659854,0.059976,0.450685
4,30,1.191815,0,16,0.000000,0.658505,0.081280,0.450685
4,30,1.191878,1,24,0.000000,0.630925,0.108891,0.450713
4,30,1.191919,2,23,0.000000,0.629411,0.110488,0.450694
4,30,1.191918,2,10,0.000000,0.629499,0.110393,0.450695
4,30,1.191920,2,5,0.000000,0.628979,0.110911,0.450697
4,30,1.191814,0,2,0.000000,0.658416,0.081383,0.450683
4,30,1.191877,1,25,0.000000,0.630911,0.108906,0.450715
4,30,1.191882,1,8,0.000000,0.631121,0.108694,0.450719
4,30,1.191925,3,24,0.000000,0.636732,0.103165,0.450698
4,30,1.191925,3,29,0.034212,0.637281,0.067908,0.450700
4,30,1.191928,3,22,0.000000,0.637100,0.102797,0.450702
4,30,1.191814,0,24,0.000000,0.658433,0.081358,0.450683
4,30,1.191884,1,29,0.012537,0.631029,0.095744,0.450720
4,30,1.191924,2,16,0.000000,0.628538,0.111355,0.450699
4,30,1.191924,2,27,0.000000,0.629449,0.110448,0.450700
4,30,1.191814,0,19,0.000000,0.659180,0.080608,0.450685
4,30,1.191811,0,9,0.000000,0.659898,0.079882,0.450684
4,30,1.191881,1,28,0.000000,0.630881,0.108942,0.450720
4,30,1.191882,1,6,0.000000,0.630896,0.108918,0.450721
4,30,1.191929,3,11,0.000000,0.637103,0.102793,0.450702
4,30,1.191931,3,17,0.000000,0.636958,0.102945,0.450704
4,30,1.191887,1,21,0.000000,0.630921,0.108910,0.450724
4,30,1.191893,1,3,0.000000,0.631221,0.108615,0.450729
4,30,1.191924,2,19,0.000000,0.628988,0.110906,0.450701
4,30,1.191927,2,14,0.000000,0.628736,0.111148,0.450701
4,30,1.191927,2,12,0.000000,0.629015,0.110889,0.450703
4,30,1.191814,0,5,0.000000,0.659242,0.080525,0.450685
4,30,1.191848,1,26,0.000000,0.631154,0.108669,0.450684
4,30,1.191901,1,4,0.000000,0.630883,0.108932,0.450738
4,30,1.191931,3,3,0.000000,0.636988,0.102911,0.450704
4,30,1.191933,3,25,0.000000,0.636597,0.103298,0.450708
4,30,1.191814,0,15,0.000000,0.659273,0.080511,0.450686
4,30,1.191848,1,7,0.000000,0.631369,0.108455,0.450685
4,30,1.191929,2,0,0.049694,0.628547,0.061113,0.450703
4,30,1.191928,2,17,0.000000,0.628700,0.111185,0.450704
4,30,1.191930,2,18,0.000000,0.628827,0.111075,0.450703
4,30,1.191814,0,21,0.000000,0.658755,0.081042,0.450683
4,30,1.191937,3,14,0.000000,0.637108,0.102786,0.450709
4,30,1.191937,3,4,0.000000,0.637194,0.102705,0.450710
4,30,1.191812,0,17,0.000000,0.658774,0.081013,0.450682
4,30,1.191929,2,11,0.000000,0.628723,0.111166,0.450704
4,30,1.191929,2,25,0.000000,0.628705,0.111193,0.450704
4,30,1.191939,3,1,0.000000,0.636746,0.103156,0.450712
4,30,1.191938,3,18,0.000000,0.637106,0.102784,0.450713
4,30,1.191815,0,8,0.000000,0.659318,0.080459,0.450686
4,30,1.191930,2,28,0.000000,0.628347,0.111544,0.450706
4,30,1.191934,2,8,0.000000,0.629398,0.110488,0.450708
4,30,1.191812,0,11,0.000000,0.659401,0.080391,0.450684
4,30,1.191938,3,8,0.000000,0.637104,0.102790,0.450713
4,30,1.191937,3,28,0.000000,0.636892,0.102980,0.450713
4,30,1.191936,2,9,0.000000,0.628847,0.111052,0.450709
4,30,1.191934,2,26,0.000000,0.628927,0.110974,0.450709
4,30,1.191814,0,7,0.000000,0.658759,0.081038,0.450683
4,30,1.191942,3,20,0.000000,0.636805,0.103092,0.450714
4,30,1.191942,3,26,0.000000,0.637105,0.102800,0.450714
4,30,1.191813,0,3,0.000000,0.658801,0.080993,0.450682
4,30,1.191934,2,15,0.000000,0.628894,0.110997,0.450709
4,30,1.191935,2,22,0.000000,0.628994,0.110905,0.450711
4,30,1.191944,3,5,0.000000,0.636535,0.103356,0.450717
4,30,1.191812,0,4,0.000000,0.659353,0.080434,0.450684
4,30,1.191937,2,13,0.000000,0.629439,0.110445,0.450714
4,30,1.191941,2,21,0.000000,0.628733,0.111150,0.450715
4,30,1.191812,0,18,0.000000,0.659386,0.080403,0.450684
4,30,1.191919,3,23,0.000000,0.636848,0.103050,0.450691
4,30,1.191946,3,10,0.000000,0.636604,0.103286,0.450720
4,30,1.191941,2,7,0.000000,0.629424,0.110473,0.450717
4,30,1.191812,0,26,0.000000,0.659437,0.080360,0.450684
4,30,1.191945,3,27,0.000000,0.636868,0.103023,0.450719
4,30,1.191814,0,29,0.007333,0.659120,0.072699,0.450685
4,30,1.191942,2,6,0.000000,0.628390,0.111505,0.450719
4,30,1.191814,0,13,0.000000,0.659245,0.080515,0.450685
4,30,1.191944,3,7,0.000000,0.637664,0.102237,0.450720
4,30,1.191948,3,2,0.000000,0.636803,0.103089,0.450721
4,30,1.191914,2,3,0.000000,0.628769,0.111125,0.450690
4,30,1.191815,0,22,0.000000,0.659351,0.080415,0.450686
4,30,1.191812,0,28,0.000000,0.658454,0.081344,0.450683
4,30,1.191947,3,6,0.000000,0.636934,0.102956,0.450723
4,30,1.191949,3,0,0.022549,0.636847,0.079917,0.450723
4,30,1.191949,3,16,0.000000,0.636860,0.103034,0.450723
4,30,1.191921,3,21,0.000000,0.636859,0.103036,0.450693
4,31,1.235195,1,18,0.000000,0.632551,0.097112,0.504204
4,31,1.235217,1,17,0.000000,0.632263,0.097405,0.504222
4,31,1.235229,1,2,0.000000,0.632662,0.096994,0.504234
4,31,1.235246,1,28,0.000000,0.632654,0.097012,0.504251
4,31,1.235196,1,26,0.000000,0.632563,0.097097,0.504205
4,31,1.235199,1,11,0.000000,0.632561,0.097101,0.504207
4,31,1.235205,0,28,0.000000,0.646896,0.082772,0.504198
4,31,1.235203,0,22,0.000000,0.648031,0.081683,0.504198
4,31,1.235204,0,24,0.000000,0.646932,0.082715,0.504200
4,31,1.235205,0,16,0.000000,0.646924,0.082742,0.504199
4,31,1.235214,1,23,0.000000,0.632545,0.097118,0.504221
4,31,1.235216,1,5,0.000000,0.632506,0.097157,0.504221
4,31,1.235220,1,20,0.000000,0.632564,0.097103,0.504224
4,31,1.235221,1,15,0.000000,0.632435,0.097225,0.504227
4,31,1.235225,1,7,0.000000,0.632286,0.097377,0.504231
4,31,1.235204,0,29,0.000000,0.647343,0.082320,0.504199
4,31,1.235207,0,13,0.000000,0.647285,0.082389,0.504199
4,31,1.235530,2,1,0.000000,0.629698,0.100255,0.504223
4,31,1.235223,1,21,0.000000,0.632370,0.097287,0.504231
4,31,1.235225,1,25,0.000000,0.632454,0.097206,0.504233
4,31,1.235225,1,12,0.000000,0.632483,0.097173,0.504233
4,31,1.235524,3,18,0.000000,0.630642,0.099339,0.504207
4,31,1.235541,3,20,0.000000,0.630650,0.099343,0.504222
4,31,1.235525,3,4,0.000000,0.630790,0.099204,0.504208
4,31,1.235528,3,19,0.000000,0.630702,0.099284,0.504210
4,31,1.235230,1,24,0.000000,0.632607,0.097055,0.504237
4,31,1.235205,0,0,0.023571,0.646897,0.058570,0.504199
4,31,1.235204,0,8,0.000000,0.648046,0.081616,0.504200
4,31,1.235552,2,16,0.000000,0.629699,0.100286,0.504243
4,31,1.235532,2,5,0.000000,0.630925,0.099043,0.504225
4,31,1.235228,1,4,0.000000,0.632143,0.097513,0.504237
4,31,1.235203,0,15,0.000000,0.647984,0.081681,0.504198
4,31,1.235526,3,6,0.000000,0.629581,0.100399,0.504209
4,31,1.235204,0,23,0.000000,0.647921,0.081731,0.504199
4,31,1.235232,1,27,0.000000,0.632458,0.097201,0.504239
4,31,1.235232,1,3,0.000000,0.632399,0.097265,0.504240
4,31,1.235533,2,21,0.000000,0.630914,0.099046,0.504226
4,31,1.235537,2,2,0.000000,0.629578,0.100399,0.504227
4,31,1.235539,2,30,0.008742,0.630490,0.090134,0.504229
4,31,1.235204,0,11,0.000000,0.647927,0.081734,0.504199
4,31,1.235232,1,13,0.000000,0.632480,0.097185,0.504238
4,31,1.235527,3,10,0.000000,0.630615,0.099374,0.504210
4,31,1.235530,3,1,0.000000,0.630665,0.099317,0.504211
4,31,1.235529,3,3,0.000000,0.630380,0.099608,0.504211
4,31,1.235204,0,7,0.000000,0.647356,0.082311,0.504198
4,31,1.235203,0,20,0.000000,0.646871,0.082770,0.504199
4,31,1.235234,1,8,0.000000,0.632554,0.097108,0.504243
4,31,1.235539,2,27,0.000000,0.630710,0.099264,0.504230
4,31,1.235538,2,8,0.000000,0.630718,0.099262,0.504230
4,31,1.235203,0,1,0.000000,0.646890,0.082777,0.504199
4,31,1.235237,1,0,0.036068,0.632447,0.060500,0.504244
4,31,1.235528,3,0,0.024095,0.630648,0.074634,0.504212
4,31,1.235532,3,23,0.000000,0.630542,0.099419,0.504213
4,31,1.235205,0,2,0.000000,0.646861,0.082810,0.504198
4,31,1.235237,1,14,0.000000,0.632572,0.097082,0.504246
4,31,1.235199,1,10,0.000000,0.632816,0.096844,0.504205
4,31,1.235540,2,12,0.000000,0.630807,0.099174,0.504231
4,31,1.235204,0,18,0.000000,0.647990,0.081657,0.504198
4,31,1.235241,1,22,0.000000,0.632427,0.097232,0.504248
4,31,1.235243,1,9,0.000000,0.632455,0.097205,0.504250
4,31,1.235530,3,14,0.000000,0.630698,0.099260,0.504213
4,31,1.235204,0,19,0.000000,0.647885,0.081783,0.504198
4,31,1.235243,1,29,0.000000,0.632421,0.097231,0.504250
4,31,1.235205,0,4,0.000000,0.647922,0.081725,0.504198
4,31,1.235236,1,16,0.000000,0.632449,0.097208,0.504243
4,31,1.235199,1,19,0.000000,0.632482,0.097171,0.504205
4,31,1.235532,3,8,0.000000,0.630811,0.099172,0.504214
4,31,1.235534,3,22,0.000000,0.630710,0.099281,0.504218
4,31,1.235206,0,9,0.000000,0.648019,0.081654,0.504198
4,31,1.235248,1,6,0.000000,0.632556,0.097109,0.504255
4,31,1.235539,2,14,0.000000,0.630645,0.099328,0.504232
4,31,1.235539,2,23,0.000000,0.630646,0.099333,0.504232
4,31,1.235543,2,25,0.000000,0.630795,0.099191,0.504234
4,31,1.235206,0,26,0.000000,0.648046,0.081617,0.504198
4,31,1.235247,1,30,0.013627,0.632036,0.083488,0.504255
4,31,1.235199,1,1,0.000000,0.632559,0.097110,0.504203
4,31,1.235537,3,24,0.000000,0.630693,0.099296,0.504217
4,31,1.235207,0,27,0.000000,0.647951,0.081695,0.504200
4,31,1.235544,2,6,0.000000,0.629613,0.100359,0.504236
4,31,1.235207,0,14,0.000000,0.647965,0.081697,0.504200
4,31,1.235535,3,13,0.000000,0.630598,0.099373,0.504218
4,31,1.235546,2,15,0.000000,0.630562,0.099422,0.504236
4,31,1.235546,2,29,0.000000,0.630580,0.099402,0.504236
4,31,1.235206,0,12,0.000000,0.648769,0.080899,0.504198
4,31,1.235538,3,9,0.000000,0.630535,0.099428,0.504219
4,31,1.235538,3,21,0.000000,0.630795,0.099180,0.504221
4,31,1.235206,0,30,0.008243,0.648552,0.072262,0.504198
4,31,1.235545,2,17,0.000000,0.630904,0.099071,0.504238
4,31,1.235204,0,6,0.000000,0.646922,0.082741,0.504200
4,31,1.235541,3,12,0.000000,0.630604,0.099387,0.504223
4,31,1.235542,3,5,0.000000,0.630709,0.099286,0.504224
4,31,1.235206,0,17,0.000000,0.647311,0.082356,0.504200
4,31,1.235542,3,15,0.000000,0.630620,0.099350,0.504226
4,31,1.235206,0,10,0.000000,0.647325,0.082342,0.504200
4,31,1.235549,2,24,0.000000,0.629602,0.100357,0.504239
4,31,1.235546,2,9,0.000000,0.630881,0.099070,0.504240
4,31,1.235545,3,26,0.000000,0.630404,0.099586,0.504227
4,31,1.235207,0,21,0.000000,0.647299,0.082358,0.504199
4,31,1.235553,2,0,0.039967,0.629693,0.059738,0.504243
4,31,1.235203,0,5,0.000000,0.648052,0.081615,0.504198
4,31,1.235544,3,30,0.027419,0.631083,0.071008,0.504228
4,31,1.235205,0,3,0.000000,0.647335,0.082334,0.504198
4,31,1.235554,2,28,0.000000,0.629618,0.100357,0.504245
4,31,1.235205,0,25,0.000000,0.647308,0.082347,0.504198
4,31,1.235551,3,2,0.000000,0.630681,0.099315,0.504231
4,31,1.235554,2,22,0.000000,0.630119,0.099845,0.504246
4,31,1.235554,2,13,0.000000,0.630121,0.099851,0.504246
4,31,1.235549,3,11,0.000000,0.630769,0.099224,0.504232
4,31,1.235549,3,25,0.000000,0.630753,0.099234,0.504232
4,31,1.235555,2,20,0.000000,0.629688,0.100283,0.504247
4,31,1.235552,3,27,0.000000,0.630604,0.099378,0.504233
4,31,1.235554,2,4,0.000000,0.630821,0.099159,0.504247
4,31,1.235552,3,17,0.000000,0.630813,0.099179,0.504234
4,31,1.235557,2,10,0.000000,0.630640,0.099332,0.504248
4,31,1.235551,3,28,0.000000,0.629603,0.100389,0.504235
4,31,1.235556,2,26,0.000000,0.630118,0.099862,0.504248
4,31,1.235557,2,3,0.000000,0.630069,0.099901,0.504248
4,31,1.235552,3,16,0.000000,0.630656,0.099318,0.504236
4,31,1.235557,2,18,0.000000,0.630104,0.099862,0.504248
4,31,1.235557,3,7,0.000000,0.631373,0.098612,0.504241
4,31,1.235555,2,19,0.000000,0.630666,0.099312,0.504248
4,31,1.235525,3,29,0.000000,0.630599,0.099367,0.504208
4,31,1.235556,2,7,0.000000,0.630107,0.099867,0.504248
4,31,1.235531,2,11,0.000000,0.630643,0.099330,0.504224
4,32,1.156843,0,0,0.018931,0.600208,0.060170,0.475576
4,32,1.156848,0,11,0.000000,0.601075,0.078859,0.475580
4,32,1.156843,0,16,0.000000,0.600236,0.079690,0.475577
4,32,1.156859,1,3,0.000000,0.591446,0.088479,0.475596
4,32,1.156878,1,28,0.000000,0.591587,0.088343,0.475615
4,32,1.156892,1,7,0.000000,0.591461,0.088476,0.475629
