# nprocs, nthreads, total, comm, grid, idle, write
2,1,68.190328,1.346213,68.131001,0.000110,0.068347
2,1,67.934932,1.124919,67.857055,0.000134,0.064265
2,1,67.569065,0.788695,67.508730,0.000115,0.063539
2,1,67.644589,0.920311,67.576945,0.000103,0.072510
2,1,67.624794,0.848987,67.561905,0.000105,0.067044
2,2,34.144193,0.202381,33.947904,0.202697,0.065028
2,2,34.156986,0.225840,34.021205,0.226145,0.065026
2,2,34.173342,0.253060,34.047386,0.253369,0.062865
2,2,34.155176,0.242266,34.020378,0.242551,0.069186
2,2,34.242375,0.312778,34.060245,0.313115,0.074044
2,3,22.846274,0.212263,22.709017,0.214123,0.077032
2,3,22.808536,0.183224,22.676716,0.185391,0.074758
2,3,22.850212,0.211606,22.704202,0.214046,0.075916
2,3,22.847455,0.216894,22.710797,0.219099,0.075631
2,3,22.849172,0.214681,22.749606,0.220812,0.077082
2,4,17.216980,0.252201,17.079399,0.254273,0.088062
2,4,17.179821,0.207645,17.061789,0.209695,0.087852
2,4,17.186888,0.220103,17.056734,0.221963,0.081563
2,4,17.176769,0.202691,17.054341,0.205127,0.079773
2,4,17.138077,0.169052,17.008344,0.174782,0.073604
2,5,13.618202,0.103992,13.465814,0.105925,0.090884
2,5,13.577923,0.071063,13.463877,0.072971,0.077733
2,5,13.583342,0.082316,13.463068,0.084357,0.076473
2,5,13.565446,0.073939,13.459809,0.075688,0.085948
2,5,13.597574,0.074708,13.459221,0.076713,0.094946
2,6,11.311229,0.089395,11.188331,0.090990,0.085006
2,6,11.312730,0.089825,11.191090,0.091336,0.077765
2,6,11.305214,0.086668,11.190574,0.088287,0.082599
2,6,11.305051,0.080162,11.189277,0.081691,0.082665
2,6,11.306040,0.093352,11.193503,0.095053,0.078654
2,7,9.687749,0.053043,9.546679,0.054712,0.088625
2,7,9.729754,0.062175,9.552919,0.063844,0.142000
2,7,9.709087,0.044653,9.557784,0.046135,0.120555
2,7,9.675058,0.044793,9.538803,0.046270,0.096133
2,7,9.672600,0.044447,9.556219,0.045903,0.079237
2,8,8.506572,0.073782,8.388553,0.075208,0.082199
2,8,8.494043,0.054484,8.392289,0.055939,0.096525
2,8,8.508694,0.078077,8.397893,0.079572,0.088843
2,8,8.481664,0.052458,8.388520,0.054002,0.088250
2,8,8.497792,0.060497,8.389144,0.061899,0.080557
2,9,7.579125,0.061880,7.439994,0.063231,0.099188
2,9,7.571726,0.080542,7.459400,0.081892,0.086023
2,9,7.545611,0.053400,7.431400,0.054828,0.079394
2,9,7.585805,0.065036,7.470208,0.066488,0.088202
2,9,7.578636,0.090107,7.468304,0.091542,0.084847
2,10,6.854617,0.036413,6.678772,0.037920,0.145875
2,10,6.847553,0.020463,6.671276,0.021754,0.160012
2,10,6.852079,0.032073,6.670990,0.033487,0.152790
2,10,6.855568,0.048501,6.679131,0.049871,0.156288
2,10,6.854907,0.024523,6.671292,0.025807,0.161719
2,11,6.281676,0.015367,6.070226,0.016785,0.199032
2,11,6.203727,0.008940,6.069744,0.010205,0.126618
2,11,6.238725,0.025119,6.077832,0.026533,0.144485
2,11,6.272350,0.025967,6.073363,0.027336,0.179813
2,11,6.253998,0.018926,6.071931,0.020349,0.171649
2,12,5.726857,0.016892,5.564350,0.018293,0.151878
2,12,5.700967,0.013045,5.562476,0.014388,0.134618
2,12,5.770384,0.023623,5.564353,0.025031,0.190611
2,12,5.726997,0.027569,5.567745,0.029077,0.142859
2,12,5.719848,0.024571,5.552261,0.025950,0.142896
2,13,5.445617,0.059299,5.181342,0.060807,0.261352
2,13,5.359581,0.073675,5.183355,0.075183,0.161590
2,13,5.291586,0.048630,5.174722,0.050118,0.113247
2,13,5.344955,0.050407,5.183061,0.051898,0.159356
2,13,5.350994,0.057683,5.181672,0.059189,0.164030
2,14,4.879396,0.021437,4.771633,0.022938,0.089562
2,14,4.905245,0.026208,4.777862,0.027699,0.110000
2,14,4.954561,0.023583,4.770625,0.025095,0.162482
2,14,4.947724,0.014509,4.764743,0.015980,0.168775
2,14,4.975362,0.037067,4.784950,0.038622,0.175506
2,15,4.656833,0.030401,4.449683,0.031907,0.177621
2,15,4.576299,0.019551,4.449451,0.021091,0.112602
2,15,4.620287,0.024628,4.450981,0.026156,0.153124
2,15,4.659842,0.023148,4.462477,0.024742,0.185225
2,15,4.657240,0.019591,4.449465,0.021125,0.191355
2,16,4.333849,0.027920,4.176934,0.029577,0.129708
2,16,4.299919,0.014362,4.178409,0.015974,0.117970
2,16,4.423233,0.028491,4.184460,0.030078,0.217814
2,16,4.380503,0.040953,4.184525,0.042605,0.182108
2,16,4.424186,0.015442,4.177050,0.017005,0.235286
2,17,4.143246,0.016748,3.935135,0.018385,0.194393
2,17,4.153391,0.016405,3.939553,0.018078,0.201786
2,17,4.057131,0.018218,3.943360,0.019736,0.094507
2,17,4.071349,0.024996,3.947194,0.026598,0.109553
2,17,4.139580,0.021611,3.941128,0.023204,0.179018
2,18,3.909751,0.027093,3.721649,0.028690,0.166404
