# nprocs, nthreads, total, comm, grid, idle, write
1,1,166.447828,0.005195,166.417359,0.000475,0.023962
1,1,166.293534,0.005695,166.265390,0.000496,0.021104
1,1,166.224612,0.005301,166.195178,0.000473,0.023007
1,1,166.133313,0.004925,166.103837,0.000471,0.023493
1,1,166.209997,0.005659,166.180300,0.000484,0.022956
1,2,84.477248,0.005616,84.443099,0.006440,0.023063
1,2,84.474602,0.005262,84.441092,0.005864,0.022696
1,2,84.470157,0.004834,84.435551,0.006053,0.023689
1,2,84.423334,0.005453,84.387907,0.006366,0.024488
1,2,84.422819,0.005582,84.387645,0.006401,0.023839
1,3,55.647136,0.004104,55.615358,0.008652,0.023276
1,3,55.625233,0.003597,55.593165,0.010754,0.023212
1,3,55.610937,0.003580,55.577704,0.008682,0.024307
1,3,55.654221,0.003885,55.622301,0.008444,0.023390
1,3,55.615136,0.003438,55.584466,0.008480,0.022719
1,4,41.557242,0.002429,41.528970,0.006470,0.021676
1,4,41.540356,0.002457,41.510896,0.007117,0.022664
1,4,41.541257,0.002515,41.512167,0.006492,0.022401
1,4,41.537026,0.002372,41.508426,0.006534,0.022331
1,4,41.541338,0.002422,41.511484,0.006455,0.023262
1,5,33.155373,0.002303,33.127736,0.006093,0.021769
1,5,33.180801,0.002284,33.152417,0.006063,0.022352
1,5,33.181348,0.002350,33.153950,0.006293,0.021225
1,5,33.176395,0.002118,33.148030,0.005729,0.022496
1,5,33.178903,0.001989,33.152566,0.006026,0.020357
1,6,27.757581,0.001864,27.619907,0.005801,0.131877
1,6,27.653010,0.002029,27.621430,0.006007,0.025591
1,6,27.777723,0.001913,27.626913,0.006038,0.144927
1,6,27.765590,0.002109,27.609327,0.005947,0.150243
1,6,27.763909,0.001867,27.617441,0.005895,0.140675
1,7,23.830542,0.001878,23.698212,0.006169,0.126488
1,7,23.736039,0.001888,23.704451,0.006252,0.025632
1,7,23.719266,0.001898,23.688349,0.006025,0.025017
1,7,23.723834,0.001808,23.688962,0.005978,0.028953
1,7,23.833579,0.001824,23.683380,0.006188,0.144253
1,8,20.875570,0.001741,20.717982,0.006041,0.151571
1,8,20.811059,0.001808,20.724056,0.006531,0.080845
1,8,20.749790,0.001764,20.719552,0.006397,0.024178
1,8,20.870005,0.001867,20.732705,0.006580,0.131116
1,8,20.861176,0.001744,20.705864,0.006400,0.149256
1,9,18.574859,0.001743,18.430790,0.006527,0.137784
1,9,18.588631,0.001759,18.429175,0.006762,0.153109
1,9,18.564101,0.001764,18.435217,0.006403,0.122588
1,9,18.588491,0.001829,18.439910,0.006605,0.142157
1,9,18.573057,0.001765,18.436672,0.006415,0.130084
1,10,16.740133,0.001770,16.586353,0.006643,0.147194
1,10,16.633166,0.001752,16.596670,0.007049,0.029972
1,10,16.754154,0.001776,16.597166,0.006900,0.150471
1,10,16.741002,0.001743,16.596190,0.006679,0.138503
1,10,16.730662,0.001742,16.601079,0.006698,0.122994
1,11,15.230674,0.001761,15.098204,0.006974,0.125775
1,11,15.226909,0.001722,15.095059,0.006934,0.125282
1,11,15.246740,0.001781,15.098185,0.007311,0.141743
1,11,15.229656,0.001763,15.096993,0.007323,0.125889
1,11,15.239748,0.001705,15.095404,0.007254,0.137604
1,12,13.903088,0.001693,13.830775,0.007549,0.065389
1,12,13.933588,0.001718,13.848369,0.007507,0.078339
1,12,13.992834,0.001776,13.843179,0.007695,0.142620
1,12,13.967031,0.001697,13.831736,0.007463,0.128290
1,12,13.999596,0.001695,13.844158,0.007491,0.148521
1,13,12.961582,0.001747,12.786910,0.007666,0.167400
1,13,12.932275,0.001757,12.789182,0.007403,0.136064
1,13,12.916377,0.001698,12.789198,0.007411,0.120186
1,13,12.922529,0.001790,12.791347,0.007565,0.124113
1,13,12.938093,0.001808,12.787800,0.007836,0.143202
1,14,12.032615,0.001612,11.878170,0.007467,0.147256
1,14,11.971223,0.001743,11.890150,0.008128,0.073820
1,14,12.039765,0.001733,11.889764,0.010064,0.142755
1,14,12.033884,0.001676,11.884403,0.007628,0.142272
1,14,12.028008,0.001731,11.888815,0.007705,0.131971
1,15,11.227431,0.001674,11.087782,0.008298,0.132229
1,15,11.232715,0.001660,11.081141,0.008297,0.144158
1,15,11.241697,0.001713,11.090105,0.008068,0.144133
1,15,11.244712,0.001646,11.091407,0.008349,0.145840
