# nprocs, nthreads, total, comm, grid, idle, write
2,1,6.729739,0.056168,6.689533,0.001228,0.003788
2,1,6.733548,0.062996,6.688996,0.001036,0.009495
2,1,6.745022,0.061106,6.695878,0.001122,0.009958
2,1,6.719395,0.047489,6.670537,0.001076,0.009416
2,1,6.739312,0.051415,6.684053,0.001067,0.010399
2,2,3.383151,0.028396,3.344527,0.030596,0.010555
2,2,3.386845,0.029824,3.348201,0.032168,0.010913
2,2,3.385769,0.027850,3.343550,0.029915,0.011456
2,2,3.376736,0.023852,3.338106,0.026167,0.010782
2,2,3.378644,0.031832,3.345548,0.034166,0.011669
2,3,2.245716,0.016353,2.226388,0.020817,0.008849
2,3,2.246171,0.015536,2.223981,0.020235,0.010375
2,3,2.249056,0.016917,2.225277,0.021777,0.011739
2,3,2.254996,0.023648,2.231545,0.028377,0.011741
2,3,2.246497,0.016253,2.223936,0.020767,0.010689
2,4,1.709501,0.022026,1.679285,0.027153,0.013050
2,4,1.713164,0.019182,1.678748,0.024364,0.014961
2,4,1.709604,0.017763,1.675914,0.022794,0.013191
2,4,1.706192,0.016710,1.674204,0.022006,0.012333
2,4,1.707708,0.017277,1.676325,0.022531,0.012153
2,5,1.372427,0.015148,1.342317,0.020496,0.011782
2,5,1.369068,0.015024,1.342483,0.020326,0.011564
2,5,1.369756,0.015563,1.342640,0.020808,0.011548
2,5,1.421951,0.018509,1.345387,0.023906,0.061797
2,5,1.371031,0.014926,1.342071,0.020393,0.011072
2,6,1.143401,0.009670,1.121090,0.015236,0.012387
2,6,1.145472,0.009413,1.120220,0.014988,0.012860
2,6,1.146341,0.011731,1.123235,0.017201,0.010918
2,6,1.149282,0.009093,1.121524,0.014938,0.015183
2,6,1.143939,0.010935,1.122402,0.016534,0.009781
2,7,0.984652,0.006259,0.963244,0.012257,0.011909
2,7,0.985132,0.008356,0.961275,0.014160,0.010620
2,7,1.030896,0.007929,0.962310,0.013993,0.056260
2,7,0.986706,0.007901,0.962286,0.013746,0.012051
2,7,0.986930,0.007430,0.963063,0.013583,0.011763
2,8,0.872015,0.007834,0.845854,0.014569,0.013568
2,8,0.867642,0.007233,0.843463,0.014217,0.011330
2,8,0.869432,0.008425,0.844623,0.015203,0.012100
2,8,0.873279,0.008558,0.844831,0.015410,0.015738
2,8,0.870181,0.007735,0.843793,0.014581,0.013383
2,9,0.777886,0.006849,0.751159,0.014283,0.013562
2,9,0.777147,0.007795,0.751299,0.014775,0.012826
2,9,0.780761,0.007255,0.751733,0.014397,0.016117
2,9,0.773519,0.005769,0.751618,0.012775,0.010875
2,9,0.777585,0.007505,0.751930,0.014606,0.012461
2,10,0.698872,0.007420,0.671228,0.015149,0.013687
2,10,0.698827,0.006143,0.671908,0.014041,0.014682
2,10,0.698509,0.006949,0.673470,0.014682,0.011856
2,10,0.698053,0.006270,0.672652,0.014029,0.012453
2,10,0.697632,0.008072,0.673705,0.015880,0.011304
2,11,0.645430,0.007713,0.619603,0.016047,0.012860
2,11,0.645432,0.006417,0.619312,0.014944,0.012207
2,11,0.645284,0.008891,0.619755,0.017306,0.012474
2,11,0.640792,0.005257,0.618367,0.013273,0.010458
2,11,0.643028,0.006256,0.618039,0.014664,0.011391
2,12,0.592514,0.005114,0.565100,0.014031,0.014907
2,12,0.590656,0.004670,0.566195,0.013727,0.011776
2,12,0.587859,0.004775,0.565949,0.013695,0.009554
2,12,0.589875,0.005108,0.564680,0.014258,0.012625
2,12,0.591077,0.005033,0.565803,0.014222,0.012874
2,13,0.564707,0.006674,0.527753,0.016048,0.024067
2,13,0.553408,0.007193,0.526988,0.016614,0.013564
2,13,0.553569,0.006166,0.527739,0.015488,0.012575
2,13,0.572880,0.006302,0.526798,0.015959,0.031676
2,13,0.551659,0.005987,0.526119,0.015345,0.012754
2,14,0.515611,0.007530,0.490559,0.017697,0.011411
2,14,0.514983,0.005957,0.489261,0.016475,0.012156
2,14,0.515594,0.007392,0.490330,0.017429,0.011792
2,14,0.514567,0.006203,0.487882,0.016618,0.011513
2,14,0.515680,0.008270,0.490452,0.018694,0.011697
2,15,0.492133,0.007430,0.461929,0.018314,0.015479
2,15,0.488649,0.006234,0.460059,0.017199,0.013087
2,15,0.488159,0.006390,0.461354,0.017141,0.011661
2,15,0.489978,0.007615,0.461622,0.018418,0.014217
2,15,0.489836,0.007099,0.462304,0.017889,0.013301
2,16,0.470989,0.004946,0.432973,0.016306,0.023548
2,16,0.458304,0.004534,0.431479,0.016137,0.012010
2,16,0.466418,0.004528,0.433309,0.016076,0.018353
2,16,0.461257,0.005174,0.432692,0.016338,0.014049
2,16,0.531994,0.005001,0.432534,0.016287,0.084233
