# nprocs, nthreads, total, comm, grid, idle, write
1,16,92.220017,0.029268,92.097051,0.048253,0.075035
1,16,92.221744,0.022593,92.109784,0.042042,0.070104
1,16,92.797912,0.024474,92.685282,0.044335,0.068700
1,16,93.035172,0.026003,92.916590,0.046696,0.071781
1,16,93.176198,0.023579,93.062080,0.043080,0.071193
2,16,45.654398,0.164315,45.458066,0.179639,0.065866
2,16,45.814962,0.223561,45.512467,0.239829,0.064119
2,16,45.880488,0.266333,45.578432,0.283828,0.064420
2,16,45.830952,0.228320,45.551063,0.244798,0.066299
2,16,45.776512,0.245839,45.538651,0.261595,0.064264
3,16,28.877668,0.271915,28.648849,0.348397,0.149607
3,16,28.893139,0.350629,28.667040,0.375681,0.161233
3,16,28.866889,0.229698,28.583461,0.289472,0.164839
3,16,28.883582,0.306123,28.666802,0.335616,0.141492
3,16,28.889911,0.238344,28.654059,0.363203,0.160800
4,16,21.324460,0.220083,21.106170,0.240100,0.161478
4,16,21.287837,0.185732,21.066483,0.205892,0.163705
4,16,21.294234,0.186644,21.076790,0.216341,0.159565
4,16,21.214896,0.109176,20.988569,0.130856,0.164565
4,16,21.176851,0.067825,20.955760,0.095483,0.156497
5,16,17.053838,0.210356,16.841771,0.236403,0.158142
5,16,17.008810,0.170201,16.802901,0.198996,0.150710
5,16,17.010967,0.177691,16.805556,0.202489,0.152182
5,16,16.901623,0.071713,16.709118,0.099255,0.143109
5,16,16.903599,0.072743,16.697656,0.101337,0.142743
6,16,14.229122,0.081890,14.009834,0.098952,0.150316
6,16,14.347956,0.206343,14.111508,0.232600,0.135600
6,16,14.422813,0.239430,14.152041,0.256726,0.182637
6,16,14.242158,0.090453,14.004889,0.113624,0.149820
6,16,14.413418,0.203728,14.117008,0.236230,0.200488
7,16,12.372120,0.209801,12.149324,0.250838,0.140693
7,16,12.260039,0.088840,12.023127,0.131208,0.147652
7,16,12.258539,0.090888,12.019231,0.128812,0.144040
7,16,12.263623,0.087369,12.020860,0.122782,0.151591
7,16,12.277022,0.096747,12.035065,0.142841,0.149449
8,16,10.945905,0.208286,10.645542,0.240877,0.183772
8,16,10.804770,0.101628,10.545950,0.143050,0.146393
8,16,10.803962,0.101772,10.548747,0.137622,0.145114
8,16,10.901370,0.202021,10.649110,0.240870,0.142739
8,16,10.848723,0.140013,10.579407,0.180003,0.146689
9,16,11.079677,0.106936,9.355218,0.163952,1.593968
9,16,11.054733,0.124891,9.365294,0.181053,1.546631
9,16,11.572045,0.118122,9.359213,0.165845,2.079473
9,16,11.049192,0.134652,9.367952,0.190808,1.528529
9,16,11.099513,0.121019,9.358818,0.176602,1.596490
10,16,10.123533,0.125821,8.424193,0.176598,1.553278
10,16,10.153486,0.136957,8.429202,0.193275,1.566206
10,16,10.196893,0.156404,8.449095,0.202965,1.599616
10,16,10.319417,0.131767,8.426918,0.181076,1.744108
10,16,10.453609,0.119702,8.423429,0.155998,1.903031
11,16,9.335114,0.122910,7.650439,0.178090,1.559453
11,16,9.361143,0.110004,7.635143,0.170615,1.595039
11,16,9.398241,0.111994,7.634611,0.168691,1.631943
11,16,9.332089,0.128094,7.638915,0.191593,1.548045
11,16,9.909685,0.104381,7.641230,0.159412,2.153649
12,16,9.123863,0.127139,7.101972,0.194097,1.876231
12,16,9.023860,0.170458,7.117813,0.214872,1.752120
12,16,9.047397,0.120891,7.092266,0.177059,1.814055
12,16,9.051628,0.114215,7.098561,0.153650,1.846005
12,16,8.759078,0.118480,7.095818,0.169123,1.537577
13,16,8.281372,0.111121,6.561066,0.167521,1.594175
13,16,8.433689,0.137794,6.588673,0.199200,1.712472
13,16,8.314608,0.110529,6.559023,0.168481,1.627495
13,16,8.271148,0.099451,6.560194,0.160029,1.591491
13,16,8.281765,0.099552,6.561481,0.153893,1.609781
14,16,7.797637,0.115889,6.039680,0.171264,1.632951
14,16,7.741396,0.095811,6.036751,0.142642,1.609082
14,16,7.785407,0.105203,6.029675,0.172345,1.620494
14,16,7.773998,0.118712,6.036876,0.168942,1.609775
14,16,8.509849,0.114054,6.037681,0.171771,2.343160
15,16,7.418724,0.100868,5.640299,0.158642,1.668170
15,16,7.815462,0.093485,5.632133,0.139715,2.085630
15,16,7.380435,0.114725,5.641603,0.185727,1.601594
15,16,7.884930,0.122957,5.638519,0.177275,2.113247
15,16,8.013799,0.099948,5.637546,0.156813,2.263925
16,16,6.628672,0.141822,5.367927,0.206911,1.102931
16,16,6.829763,0.120491,5.371597,0.192795,1.316851
16,16,6.516434,0.119902,5.366475,0.182130,1.017256
16,16,6.615270,0.103214,5.358111,0.173322,1.122390
16,16,6.449448,0.109488,5.352987,0.173861,0.956250
17,16,6.103310,0.089669,4.964674,0.132314,1.050536
17,16,7.268570,0.109428,4.967762,0.171269,2.174782
17,16,6.110012,0.094574,4.970030,0.152124,1.032551
17,16,6.266026,0.146865,4.992582,0.239990,1.099196
17,16,6.047525,0.087788,4.966595,0.142429,0.981980
18,16,7.163459,0.103324,4.698958,0.171690,2.336579
18,16,6.501516,0.097645,4.699146,0.135015,1.712970
18,16,5.891823,0.111266,4.698126,0.171681,1.065308
18,16,6.552466,0.094267,4.701380,0.157223,1.740045
18,16,6.114512,0.142285,4.715242,0.217366,1.241891
19,16,5.742916,0.131433,4.442984,0.204767,1.147102
19,16,5.646620,0.103684,4.439359,0.165426,1.093313
19,16,5.613563,0.105992,4.436657,0.170290,1.055246
19,16,5.788444,0.123706,4.435943,0.191553,1.207757
19,16,5.749621,0.123994,4.431705,0.190204,1.169718
20,16,5.517370,0.122479,4.292810,0.186181,1.082195
20,16,5.466813,0.131845,4.301817,0.201079,1.013732
20,16,5.529476,0.093444,4.290932,0.152606,1.128719
20,16,5.546147,0.110732,4.289738,0.171919,1.125707
20,16,5.554150,0.101970,4.287008,0.157400,1.145171
21,16,5.149875,0.108212,4.032187,0.170266,0.995015
21,16,5.243867,0.114508,4.029015,0.181042,1.079155
21,16,5.836547,0.134567,4.034861,0.179926,1.670301
21,16,6.197322,0.134505,4.034062,0.201682,2.007740
21,16,5.338055,0.122338,4.030458,0.174432,1.176044
22,16,7.749575,0.132192,3.891846,0.176642,3.720794
22,16,5.799701,0.122903,3.893093,0.164976,1.782704
22,16,5.113043,0.124262,3.893938,0.169727,1.094998
22,16,5.246362,0.132119,3.888634,0.183757,1.211758
22,16,5.209523,0.114879,3.889797,0.156635,1.217885
23,16,5.078797,0.114673,3.755993,0.147510,1.219756
23,16,5.022650,0.111977,3.752561,0.158487,1.149500
23,16,5.218892,0.106700,3.759289,0.160578,1.344763
23,16,5.588325,0.124449,3.760514,0.161581,1.716922
23,16,4.979314,0.117881,3.750476,0.151569,1.112987
24,16,6.119887,0.281605,3.635669,0.326346,2.338975
24,16,4.574664,0.247775,3.615332,0.273108,0.849221
24,16,4.470994,0.231493,3.616623,0.256405,0.761946
24,16,5.121704,0.263291,3.619284,0.294167,1.375170
24,16,4.536374,0.258563,3.618657,0.308951,0.778378
25,16,4.607086,0.116989,3.359176,0.178434,1.110416
25,16,4.353316,0.114680,3.362414,0.173532,0.863628
25,16,4.490851,0.129268,3.357155,0.183241,0.989686
25,16,4.453469,0.133664,3.357749,0.189198,0.947072
25,16,4.458353,0.146638,3.356513,0.192343,0.948585
26,16,4.306063,0.262525,3.349604,0.305379,0.813591
26,16,4.570567,0.250319,3.352341,0.317232,1.065191
26,16,5.309048,0.251829,3.348777,0.283114,1.840532
26,16,4.376176,0.257148,3.346233,0.286463,0.903133
26,16,4.384898,0.271751,3.348559,0.297395,0.900657
27,16,5.400463,0.127577,3.218886,0.185790,2.034344
27,16,4.545523,0.112101,3.216649,0.164756,1.203353
27,16,5.146260,0.114403,3.217655,0.167852,1.798845
27,16,4.368570,0.126184,3.231407,0.189009,0.998515
27,16,4.411532,0.112806,3.215989,0.152056,1.083327
28,16,4.707214,0.140894,3.091144,0.191588,1.466461
28,16,4.029256,0.124771,3.090441,0.175999,0.802335
