# ordered evolution: size = 1000, steps = 5000
# nprocs, nthreads, total, comm, grid, idle, write
4,1,16.902709,0.318828,16.676083,0.007742,0.081293
4,1,16.801437,0.228680,16.626285,0.008283,0.074055
4,1,16.870477,0.298097,16.681364,0.008477,0.067374
4,1,16.898103,0.325815,16.714963,0.008339,0.066190
4,1,16.826153,0.254936,16.631265,0.008208,0.065374
4,2,8.819882,0.104827,8.325738,0.120137,0.394441
4,2,8.584340,0.107211,8.332533,0.119490,0.151605
4,2,8.514576,0.110441,8.325928,0.125728,0.079564
4,2,8.477191,0.086114,8.306928,0.100540,0.069350
4,2,8.652301,0.081883,8.307673,0.096455,0.248527
4,3,5.754824,0.062087,5.591121,0.104043,0.068810
4,3,5.876468,0.072002,5.594705,0.118720,0.185365
4,3,5.802092,0.063348,5.597194,0.104555,0.117888
4,3,5.888465,0.075347,5.605335,0.122928,0.190702
4,3,5.774442,0.084911,5.608132,0.124432,0.071805
4,4,4.584283,0.059854,4.208272,0.095525,0.298365
4,4,4.460062,0.057991,4.201457,0.096259,0.174562
4,4,4.471913,0.046682,4.198739,0.083048,0.199211
4,4,4.401828,0.061309,4.204844,0.098591,0.113305
4,4,4.472811,0.062612,4.206061,0.099035,0.181952
4,5,3.505419,0.061760,3.357627,0.102019,0.071970
4,5,3.502269,0.064410,3.355108,0.100952,0.072417
4,5,3.497371,0.062807,3.355158,0.100571,0.064807
4,5,3.497992,0.063161,3.358823,0.100041,0.065734
4,5,3.640857,0.062220,3.363101,0.100714,0.208227
4,6,2.978131,0.060464,2.820913,0.100865,0.075876
4,6,3.084265,0.069345,2.828017,0.111652,0.170983
4,6,3.089686,0.057022,2.827882,0.101196,0.186634
4,6,3.124323,0.064777,2.825626,0.106331,0.215481
4,6,3.226155,0.064705,2.823623,0.109155,0.314425
4,7,2.704831,0.058726,2.434072,0.095203,0.204061
4,7,2.823456,0.067302,2.432200,0.106570,0.311149
4,7,2.608872,0.069144,2.433827,0.105841,0.096862
4,7,2.648423,0.065247,2.433232,0.101225,0.140330
4,7,2.775533,0.062707,2.436168,0.099083,0.269816
4,8,2.368184,0.073181,2.166282,0.113392,0.118393
4,8,2.395822,0.072719,2.167965,0.112083,0.145519
4,8,2.443471,0.068780,2.172716,0.109876,0.194206
4,8,2.348977,0.079300,2.171218,0.119487,0.091143
4,8,2.339733,0.075062,2.173361,0.115159,0.086229
4,9,2.061486,0.058680,1.903526,0.098831,0.081358
4,9,2.066930,0.061581,1.902287,0.103823,0.082642
4,9,2.068156,0.059721,1.903797,0.105345,0.082213
4,9,2.059546,0.058567,1.900995,0.105577,0.073828
4,9,2.084376,0.058546,1.902963,0.099988,0.104088
4,10,2.014066,0.061932,1.708948,0.106473,0.223560
4,10,1.894877,0.065075,1.712229,0.110560,0.100958
4,10,2.030307,0.056494,1.705682,0.101692,0.244385
4,10,2.021145,0.057496,1.705297,0.104026,0.232656
4,10,1.980216,0.061788,1.709741,0.107281,0.188263
4,11,1.760565,0.060428,1.577513,0.107791,0.101598
4,11,1.739269,0.065496,1.579843,0.115480,0.074003
4,11,1.722834,0.058133,1.576970,0.105633,0.066128
4,11,1.728864,0.050319,1.578098,0.098261,0.079871
4,11,1.727981,0.054603,1.582012,0.103586,0.073196
4,12,1.609135,0.062299,1.448389,0.117093,0.073830
4,12,1.621298,0.061061,1.452550,0.110195,0.089892
4,12,1.640853,0.057827,1.444977,0.108158,0.112275
4,12,1.611549,0.060889,1.447687,0.111683,0.079297
4,12,1.606437,0.057548,1.447006,0.106658,0.079061
4,13,1.541528,0.056693,1.375211,0.110541,0.083484
4,13,1.534899,0.060082,1.378016,0.113936,0.072242
4,13,1.526830,0.054754,1.376181,0.108862,0.069103
4,13,1.752412,0.066403,1.383852,0.122343,0.282929
4,13,1.533361,0.057858,1.373785,0.112500,0.071977
4,14,1.403735,0.057294,1.249922,0.112333,0.067838
4,14,1.410934,0.055459,1.252131,0.111324,0.076851
4,14,1.398975,0.051777,1.253007,0.107365,0.068737
4,14,1.560221,0.054967,1.250415,0.111032,0.225365
4,14,1.405055,0.062245,1.252994,0.117157,0.064362
4,15,1.465245,0.054496,1.183109,0.112758,0.195923
4,15,1.351576,0.056209,1.188013,0.117438,0.078059
4,15,1.353414,0.059109,1.183824,0.116535,0.080718
4,15,1.348908,0.053637,1.187424,0.114062,0.079717
4,15,1.727438,0.054374,1.186415,0.112983,0.460393
4,16,1.283166,0.062236,1.125682,0.122591,0.070771
4,16,1.282699,0.056864,1.124314,0.116652,0.076617
4,16,1.282034,0.055850,1.118336,0.116947,0.074552
4,16,1.307810,0.055153,1.118344,0.118858,0.099687
4,16,1.298322,0.061275,1.116156,0.126341,0.080600
4,17,1.239382,0.054479,1.057947,0.118662,0.098489
4,17,1.362748,0.058652,1.056604,0.121562,0.214127
4,17,1.221675,0.051580,1.056482,0.115906,0.078810
4,17,1.273356,0.055051,1.054237,0.118101,0.130505
4,17,1.231944,0.053987,1.052342,0.114075,0.089724
4,18,1.267055,0.049552,0.983476,0.111531,0.192914
4,18,1.187461,0.054116,0.987773,0.115602,0.109380
4,18,1.151538,0.050693,0.985026,0.113638,0.075817
4,18,1.165055,0.056818,0.989059,0.118627,0.084716
4,18,1.151515,0.051790,0.984746,0.113459,0.076031
4,19,1.152543,0.048978,0.976457,0.111497,0.085817
4,19,1.145914,0.054318,0.987927,0.116419,0.074887
4,19,1.153240,0.054823,0.986934,0.117300,0.080179
4,19,1.141770,0.051395,0.984193,0.114099,0.073852
4,19,1.259893,0.060599,0.985945,0.123031,0.181600
4,20,1.094819,0.056389,0.913267,0.118252,0.084117
4,20,1.377070,0.047746,0.917605,0.109701,0.378655
4,20,1.237561,0.057794,0.923989,0.118991,0.226964
4,20,1.240752,0.054827,0.927820,0.115462,0.233023
4,20,1.092052,0.054265,0.925015,0.114583,0.085212
4,21,1.036967,0.056993,0.858628,0.118490,0.087871
4,21,1.029140,0.053428,0.852588,0.116221,0.085917
4,21,1.012333,0.050990,0.853790,0.112942,0.068137
4,21,1.095320,0.057517,0.857737,0.119407,0.145075
4,21,1.022230,0.051470,0.860939,0.112982,0.078881
4,22,1.027614,0.057884,0.852940,0.118863,0.083579
4,22,1.029396,0.052971,0.848731,0.113589,0.089797
4,22,1.002332,0.052872,0.849852,0.113232,0.062826
4,22,1.022698,0.056797,0.853176,0.116086,0.081607
4,22,1.105673,0.051328,0.855358,0.111901,0.167992
